案件編號,標題,地址,房型,坪數,樓層,租金,押金,捷運站,聯絡人,截圖檔名,頁碼,座標,執行日期,年週
20442445,景新國小3房美寓~可租補~有天然瓦斯~,中和區景新街423巷,3房,19.54,4F/4F,21000,,三介廟站 98公尺,仲介:辜先生,591_20442445.png,3,"24°59'21""N 121°30'48""E",2026/1/10,2602
20486648,【優式】南勢角站/靜巷邊間大5房/可養寵物、門口可停車,中和區宜安路1巷,5房,52.87,2F/4F,53000,,智光商職站 36公尺,仲介:關先生,591_20486648.png,3,"24°59'39""N 121°30'44""E",2026/1/10,2602
20372038,景品站/寵物友善/獨立陽台/獨立洗衣機/天然瓦斯,中和區景新街,2房,26,,19499,,,仲介:黃先生,591_20372038.png,3,"85°3'4""N 180°0'0""E",2026/1/10,2602
20358234,💯中和✨陽台2房.可多位租補.寵物友善.台水電❗️搶租,中和區華福街,2房,22.42,3F/4F,27499,,力行社區站 34公尺,仲介:林小姐,591_20358234.png,3,"24°59'40""N 121°29'49""E",2026/1/10,2602
20440034,🌈環球民享美寓📞太平洋房屋慧勳,中和區民享街86巷,2房,20,,19500,,民享里[新巴士]站 11公尺,仲介:謝小姐,591_20440034.png,3,"25°0'5""N 121°28'28""E",2026/1/10,2602
20346537,免服務費✅亮亮的5樓溫馨3房-全新油漆屋況好-誠可談,中和區華順街30巷,3房,20,,15800,,自強國小(民德路)站 65公尺,仲介:曾先生,591_20346537.png,3,"25°0'1""N 121°28'5""E",2026/1/10,2602
20337933,"立德街倉庫,長短租-雙面貨梯好下貨",中和區立德街11號,,15,4F/5F,12000,,,屋主:張女士,591_20337933.png,3,"0°0'0""N 0°0'0""E",2026/1/10,2602
20386866,中和圓通路｜近雙和醫院｜38.9坪整層四房,中和區圓通路265巷28號,4房,38.9,5F/5F,33000,,力行里站 53公尺,屋主:楊先生,591_20386866.png,3,"24°59'34""N 121°29'46""E",2026/1/10,2602
20389386,✨無敵生活圈走路皆可抵達✨位處靜巷靜謐舒適✨免仲介費,中和區景新街423巷35弄10號,2房,19.54,4F/4F,21000,,三介廟站 98公尺,仲介:李先生,591_20389386.png,3,"24°59'21""N 121°30'48""E",2026/1/10,2602
20462230,華安街屋主誠租2房*水，電更新*可租補，入戶籍,中和區華安街30巷14號,2房,20,,15000,,華福市場[新巴士]站 77公尺,仲介:賴小姐,591_20462230.png,3,"24°59'50""N 121°28'1""E",2026/1/10,
20141503,積穗國中/全新整修公寓三房/台水電,中和區民利街,3房,23,,16000,,積穗國中站 105公尺,仲介:余小姐,591_20141503.png,3,"24°59'59""N 121°28'50""E",2026/1/10,
20258890,租屋補助、貓咪友善、獨立洗衣機、推窗可曬、流理台可炊、中和站,中和區景平路,2房,8,4F/4F,19500,,中和站 214公尺,仲介:周先生,591_20258890.png,3,"25°0'15""N 121°29'45""E",2026/1/10,
20378212,秀山公園整層出租,中和區秀朗路三段50巷,2房,26,,18000,,秀朗橋站 554公尺,屋主:劉太太,591_20378212.png,3,"24°59'43""N 121°31'32""E",2026/1/10,
20295395,環球購物中心🌈民生街採光大4房🌈可報稅租補補助,中和區民生街35巷,3房,42.78,4F/5F,25000,,德光路站 96公尺,仲介:陳小姐,591_20295395.png,3,"25°0'17""N 121°28'10""E",2026/1/10,
20442482,🏠社會住宅🏠景新街捷運高採光美寓免仲介費,中和區景新街423巷35弄10號,3房,19.54,4F/4F,21000,,三介廟站 98公尺,仲介:何先生,591_20442482.png,3,"24°59'21""N 121°30'48""E",2026/1/10,
20466021,新上架~近遠東園區/雙和醫院/兩房,中和區中正路637巷,2房,14,,18500,,瓏山林台北中和飯店站 57公尺,代理人:黃小姐,591_20466021.png,3,"24°59'42""N 121°29'5""E",2026/1/10,
20446419,稀有寧靜巷內【三房一廳一衛】採光通風佳,中和區中山路二段2巷,3房,30,5F/5F,25000,,莊敬路站 83公尺,屋主:張小姐,591_20446419.png,3,"25°0'20""N 121°30'8""E",2026/1/10,
20454317,公寓5樓（頂加）秀朗橋捷運站走路3分鐘,中和區自立路,1房,12,4F/4F,14500,,秀朗橋站 149公尺,屋主:王小姐,591_20454317.png,3,"24°59'28""N 121°31'26""E",2026/1/10,
20472779,南角捷運站口２樓魔術空間,中和區南山路399巷,3房,18.835,3F/5F,20000,,捷運景安站 350公尺,仲介:五先生,591_20472779.png,3,"24°59'26""N 121°30'25""E",2026/1/10,
20461917,"公寓4樓室內23坪景安捷運站步行2分鐘,轉角7-11大兩房",中和區明禮街,2房,23,4F/4F,18000,,景安站 275公尺,代理人:邱小姐,591_20461917.png,3,"24°59'45""N 121°30'18""E",2026/1/10,
20401682,雙合醫院/貓咪友善/前後陽台/採光通風/天然瓦斯,中和區圓通路,4房,35,5F/5F,32999,,景安站 627公尺,仲介:黃先生,591_20401682.png,3,"24°59'52""N 121°30'4""E",2026/1/10,
20468363,💖貓咪友善✨租屋補助X報稅✨獨立陽台✨大面開窗,中和區國光街107巷,2房,15,5F/5F,22800,,國光派出所站 178公尺,仲介:江小姐,591_20468363.png,3,"25°0'4""N 121°28'15""E",2026/1/10,
20391846,中和四號公園旁、前後陽台採光極佳，走路到永安市場及國家圖書館,中和區宜安路92巷,3房,23,6F/6F,22000,,安平路站 91公尺,代理人:歐先生,591_20391846.png,3,"24°59'54""N 121°30'41""E",2026/1/10,
20411787,近景安捷運/雙和醫院溫馨二房💛,中和區中正路211巷,2房,18,6F/6F,21000,,圓通路口站 79公尺,屋主:張小姐,591_20411787.png,3,"24°59'35""N 121°29'50""E",2026/1/10,
20455722,南勢角站/獨立陽台/獨立洗衣機/合租首選/採光通風,中和區忠孝街,2房,15,,16999,,放生寺站 67公尺,仲介:黃先生,591_20455722.png,3,"24°59'4""N 121°30'43""E",2026/1/10,
