案件編號,標題,地址,房型,坡數,樓層,租金,押金,捷運站,聯絡人,截圖檔名,頁碼,座標,執行日期,年週
20396168,沃盛睿達🏠南勢角/可貓/可租補/包水網/臺電計費/乾濕分離,中和區忠孝街31巷,2房,16,5F/5F,21500,,,仲介:袁先生,591_20396168.png,1,"0°0'0""N 0°0'0""E",2026-01-18,2603
20493972,可養貓🔥大兩房🔥機能佳、有開窗、雙陽台、極新屋,中和區國光街215巷,2房,15,4F/4F,22800,,福德里站 201公尺,仲介:官先生,591_20493972.png,1,"25°0'3""N 121°27'57""E",2026-01-18,2603
20400970,中和環球，兩房一廳，獨立陽台,中和區民安街42巷,2房,18,5F/5F,19000,,積穗國中站 166公尺,屋主:黃先生,591_20400970.png,1,"25°0'4""N 121°28'47""E",2026-01-18,2603
20335317,可租補⭐免服務費⭐近景安捷運站4樓⭐五泰林錦洋,中和區明禮街25巷6號,3房,27.3,3F/4F,25000,,景安站 236公尺,仲介:林錦洋,591_20335317.png,1,"24°59'45""N 121°30'16""E",2026-01-18,2603
20454541,錦和運動公園【超值3房2衛】可補助★可寵物★有車庫,中和區中正路,3房,32,1F/5F,45000,,中正里一站 55公尺,仲介:鄭先生,591_20454541.png,1,"24°59'39""N 121°29'12""E",2026-01-18,2603
20530277,遠東世紀廣場【超值3房2廳】免爬梯★可開伙★可停車,中和區連城路,3房,28,1F/5F,28000,,建一路站 87公尺,仲介:鄭先生,591_20530277.png,1,"24°59'46""N 121°29'17""E",2026-01-18,2603
20508686,遠東世紀廣場【優質2房1廳】可補助★可寵物★獨洗衣機,中和區新生街,2房,17,6F/6F,23499,,新生街[新巴士]站 21公尺,仲介:薛先生,591_20508686.png,1,"24°59'59""N 121°29'2""E",2026-01-18,2603
20516702,捷運景平【超值3房2衛】可補助★雙陽台★房皆有窗,中和區大仁街,3房,32,4F/4F,28000,,景平站 158公尺,仲介:薛先生,591_20516702.png,1,"24°59'34""N 121°31'4""E",2026-01-18,2603
20529315,捷運景平4分【超值3房2廳】可補助★可入籍★可養寵,中和區大勇街,3房,29,3F/5F,23500,,景平站 256公尺,仲介:洪先生,591_20529315.png,1,"24°59'40""N 121°30'60""E",2026-01-18,2603
20530226,近環球_一房一廳有廚房_獨立陽台,中和區新生街114巷,1房,12,2F/5F,20800,,民樂郵局[新巴士]站 133公尺,代理人:傅小姐,591_20530226.png,10,"25°0'8""N 121°28'60""E",2026-01-18,2603
20482622,景安捷運站步行3-5分鐘，3+1房優質住家，可租補,中和區景平路385巷,4房,32,3F/5F,26000,,景安站 306公尺,代理人:廖先生,591_20482622.png,10,"24°59'41""N 121°30'7""E",2026-01-18,2603
20501925,電梯大樓，挑高不壓迫，採光佳。交通方便生活機能佳。,中和區景平路167號,3房,57,13F/13F,11000,,景平站 411公尺,代理人:葉先生,591_20501925.png,10,"24°59'33""N 121°30'44""E",2026-01-18,2603
20255145,易居出租-連城路一樓前後陽台(可租補),中和區連城路263巷,3房,28.5,1F/5F,40000,,錦和路口站 73公尺,仲介:翁先生,591_20255145.png,10,"24°59'38""N 121°29'29""E",2026-01-18,2603
20461550,易居社宅-中和近學區市場三樓美寓(可租補不可寵),中和區新生街220巷,3房,17.89,3F/5F,24000,,員山派出所站 151公尺,仲介:翁先生,591_20461550.png,10,"24°59'54""N 121°28'58""E",2026-01-18,2603
20436200,可租補入籍/近中和站/好市多/中和國小/家樂福/格局採光超好,中和區連城路23巷,4房,30.21,2F/4F,33999,,中和站 356公尺,仲介:邱小姐,591_20436200.png,10,"25°0'4""N 121°29'57""E",2026-01-18,2603
20529547,⭐可租補⭐中和好大間公寓,中和區市民街47巷,3房,30.17,4F/5F,25000,,福德里站 159公尺,仲介:柳先生,591_20529547.png,10,"25°0'5""N 121°27'60""E",2026-01-18,2603
20371095,MRT南勢角.靜巷.大空間,中和區興南路二段54巷,3房,26.98,5F/5F,25800,,壽南橋站 111公尺,仲介:葉小姐,591_20371095.png,10,"24°59'8""N 121°30'19""E",2026-01-18,2603
20488372,【樸和團隊】連城路★大兩房一廳~包水網路第四台,中和區連城路319巷,2房,12,4F/5F,22000,,錦和路站 59公尺,仲介:陳柏均,591_20488372.png,10,"24°59'45""N 121°29'22""E",2026-01-18,2603
20503764,【樸和】未來萬大捷運⚡可寵物⚡台貿美妝一樓可抽車位,中和區連城路263巷,3房,28.56,1F/5F,40000,,錦和路口站 100公尺,仲介:邱先生,591_20503764.png,10,"24°59'37""N 121°29'29""E",2026-01-18,2603
20277511,兆基社會住宅🏠⛳️中和國小旁~全室油漆乾淨超低價三房~⛳️,中和區圓通路,3房,25.3,5F/5F,15000,,景安站 589公尺,仲介:呂先生,591_20277511.png,10,"24°59'53""N 121°30'5""E",2026-01-18,2603
20381021,兆基社會住宅🏠⛳️錦和國小旁~全室油漆乾淨全配三房~⛳️,中和區圓通路294巷,3房,23.28,2F/5F,24000,,速配佳庭[新巴士]站 85公尺,仲介:呂先生,591_20381021.png,10,"24°59'24""N 121°29'18""E",2026-01-18,2603
20363018,兆基社會住宅🏡短租✨捷運站四房✨低樓層免爬高,中和區和平街76巷,4房,31.5,2F/5F,25000,,南勢角站 222公尺,仲介:高小姐,591_20363018.png,10,"24°59'31""N 121°30'29""E",2026-01-18,2603
19780623,寄居蟹社會住宅🏠中和4房💒近大全聯🎈大展鴻圖🌟,中和區福祥路,4房,27.23,5F/5F,23000,,中和站 443公尺,仲介:林先生,591_19780623.png,10,"25°0'12""N 121°30'1""E",2026-01-18,2603
20506778,寄居蟹社會住宅🏠近中和國小💙2房~溫馨小家庭/免仲,中和區中山路二段,3房,20.94,4F/5F,18000,,中和站 390公尺,仲介:黃小姐,591_20506778.png,10,"25°0'9""N 121°29'59""E",2026-01-18,2603
20165458,寄居蟹社會住宅🏠中和質感2房大空間,中和區安平路,2房,22.96,4F/4F,27000,,永安市場站 466公尺,仲介:林先生,591_20165458.png,10,"24°59'54""N 121°30'44""E",2026-01-18,2603
20385185,遠東世紀廣場-全新裝潢2房-可租補,中和區連城路403巷,2房,20,1F/5F,20000,,瓏山林台北中和飯店站 94公尺,仲介:陳小姐,591_20385185.png,10,"24°59'45""N 121°29'10""E",2026-01-18,2603
20529033,中和環球兩房美寓,中和區民治街128巷,2房,31.72,,22000,,民享市場[新巴士]站 188公尺,仲介:李先生,591_20529033.png,10,"25°0'13""N 121°28'33""E",2026-01-18,2603
20528988,中和環球三房美寓,中和區民治街128巷,3房,31.72,5F/5F,26000,,民享市場[新巴士]站 188公尺,仲介:李先生,591_20528988.png,10,"25°0'13""N 121°28'33""E",2026-01-18,2603
20454368,中和連城公寓一樓3房/可以租補/可以報稅,中和區連城路263巷,3房,40,1F/4F,28000,,錦和路口站 32公尺,仲介:簡先生,591_20454368.png,10,"24°59'39""N 121°29'32""E",2026-01-18,2603
20500199,可租補《使用天然氣、2+1房有陽台》生活機能強,中和區民享街86巷,3房,30,,19800,,捷運景安站 373公尺,仲介:余小姐,591_20500199.png,10,"24°59'31""N 121°30'4""E",2026-01-18,2603
20388928,景平🩵可貓/獨洗曬/大空間/可開伙/生活機能便利,中和區景新街467巷,2房,15,,19500,,景平站 495公尺,仲介:陳小姐,591_20388928.png,10,"24°59'18""N 121°30'50""E",2026-01-18,2603
20385014,遠東世紀廣場-全新裝潢3房-可租補,中和區連城路403巷,3房,23.89,5F/5F,27000,,瓏山林台北中和飯店站 94公尺,仲介:陳小姐,591_20385014.png,10,"24°59'45""N 121°29'10""E",2026-01-18,2603
20392530,✅超優質｜可租補｜中和區兩房,中和區連城路428巷,2房,23.52,4F/5F,20000,,中和高中(員山路)站 135公尺,仲介:林先生,591_20392530.png,10,"24°59'43""N 121°28'48""E",2026-01-18,2603
20473636,遠東科技園區*衛浴乾濕分離*獨立洗*廚房,中和區中正路,2房,16,,18000,,連城路口站 49公尺,代理人:陳小姐,591_20473636.png,10,"24°59'41""N 121°29'16""E",2026-01-18,2603
20476398,近景平站/官方賴預約時間/詳情文宣說明,中和區景新街467巷,2房,28,5F/5F,18000,,景平站 495公尺,仲介:陳先生,591_20476398.png,10,"24°59'18""N 121°30'50""E",2026-01-18,2603
20528044,可租屋補助●中和環球商圈●空屋●前後陽台●,中和區民享街114巷21號,2房,33.28,3F/5F,24000,,自強國小(莒光路)站 163公尺,仲介:陳先生,591_20528044.png,10,"24°59'58""N 121°28'25""E",2026-01-18,2603
20432122,中和民利街🏠靜巷住宅🏠近積穗學區⭐,中和區民利街49巷,2房,15,1F/4F,28000,,員山派出所站 148公尺,仲介:鄭先生,591_20432122.png,10,"24°59'57""N 121°28'51""E",2026-01-18,2603
20356704,MVP社宅|南勢角捷運站|一卡皮箱即可入住免服務費,中和區南山路399巷,2房,25,4F/5F,25000,,南勢角站 214公尺,仲介:邱先生,591_20356704.png,10,"24°59'26""N 121°30'25""E",2026-01-18,2603
20412363,MVP社宅|新婚小家庭首選|3房2廳1衛！可租補免服務費,中和區中山路二段2巷,3房,28,5F/5F,21000,,保順里[新巴士]站 84公尺,仲介:邱先生,591_20412363.png,10,"25°0'26""N 121°30'5""E",2026-01-18,2603
20443402,🎊社宅可租補免服務費*膝蓋救星*雙和醫院旁靜巷3房,中和區圓通路265巷,3房,26.47,2F/5F,22000,,力行里站 110公尺,仲介:許小姐,591_20443402.png,11,"24°59'33""N 121°29'48""E",2026-01-18,2603
20463420,🎊社宅可租補免服務費*連城黃昏市場旁公寓3房*寵物友善,中和區連城路263巷4弄1號,3房,22.55,4F/5F,22000,,台貿一村站 61公尺,仲介:許小姐,591_20463420.png,11,"24°59'48""N 121°29'35""E",2026-01-18,2603
20502655,免服務費❣️前後陽台/可雙補助/浴室有窗/社會住宅/2套衛浴,中和區中興街168巷,3房,32,2F/5F,29800,,捷運景安站 451公尺,仲介:王先生,591_20502655.png,11,"24°59'32""N 121°30'1""E",2026-01-18,2603
20514340,🎊社宅可租補免服務費*連城黃昏市場旁公寓3房*寵物友善,中和區連城路263巷4弄1號,3房,22.55,4F/5F,22000,,台貿一村站 61公尺,仲介:許小姐,591_20514340.png,11,"24°59'48""N 121°29'35""E",2026-01-18,2603
20516714,🎊社宅可租補免服務費*捷運中和站*公寓2房*寵物友善,中和區中山路二段256號,2房,28.26,4F/4F,18000,,中和站 156公尺,仲介:許小姐,591_20516714.png,11,"25°0'9""N 121°29'51""E",2026-01-18,2603
20404872,🍎秀朗橋捷運🍎三房二廳🍎前後陽台,中和區秀朗路三段108巷,3房,21.66,4F/4F,19000,,,仲介:何小姐,591_20404872.png,11,"0°0'0""N 0°0'0""E",2026-01-18,2603
20472430,東昇社宅/友善房源/近捷運/公寓三房兩衛/免服務費可入籍租補,中和區永和路128巷,3房,29,4F/5F,27000,,中和站 380公尺,仲介:吳先生,591_20472430.png,11,"25°0'21""N 121°29'45""E",2026-01-18,2603
20523308,近中和捷運站、大潤發、家樂褔、長短期皆可,中和區中山路二段312巷,3房,28,5F/6F,22000,,中和站 183公尺,屋主:龔女士,591_20523308.png,11,"25°0'14""N 121°29'43""E",2026-01-18,2603
20435258,近中和捷運站，大潤發，家樂福，COSCO,中和區中山路二段312巷,2房,21,6F/6F,16000,,中和站 183公尺,屋主:龔女士,591_20435258.png,11,"25°0'14""N 121°29'43""E",2026-01-18,2603
20370313,捷運南勢角4分【電梯1房1廳】獨洗★流理臺★精緻裝潢,中和區景平路,1房,11,2F/3F,26000,,南勢角站 190公尺,仲介:陳先生,591_20370313.png,11,"24°59'30""N 121°30'31""E",2026-01-18,2603
20499074,近捷運景平【秒殺2房2廳】補助洽★可入籍,中和區保健路,2房,19,5F/5F,17999,,宜安吉立站 42公尺,仲介:薛先生,591_20499074.png,11,"24°59'45""N 121°30'44""E",2026-01-18,2603
20490126,近捷運景平【優質5房3衛】可補助★可養寵★可停車,中和區宜安路,5房,51,2F/4F,53000,,景平站 478公尺,仲介:許先生,591_20490126.png,11,"24°59'40""N 121°30'45""E",2026-01-18,2603
20499220,捷運南勢角2分【超值2房2廳】可補助★有廚房★邊間採光,中和區南山路,2房,24,4F/5F,24999,,捷運景安站 82公尺,仲介:鄭先生,591_20499220.png,11,"24°59'33""N 121°30'14""E",2026-01-18,2603
20495717,員山公園【優質2房1廳】獨洗★流理臺★房皆有窗,中和區員山路,2房,13,5F/5F,16998,,林祖厝[新巴士]站 147公尺,仲介:鄭先生,591_20495717.png,11,"24°59'16""N 121°28'47""E",2026-01-18,2603
20508383,自強國中【優質2房1廳】獨洗★大露臺★垃圾代收,中和區民享街,2房,19,6F/6F,19498,,自強國小(莒光路)站 203公尺,仲介:鄭先生,591_20508383.png,11,"24°59'57""N 121°28'27""E",2026-01-18,2603
20516870,捷運南勢角【超值3房2衛】可補助★可入籍★免爬高,中和區忠孝街,3房,28,3F/5F,30000,,南勢角站 492公尺,仲介:薛先生,591_20516870.png,11,"24°59'9""N 121°30'38""E",2026-01-18,2603
20354360,中正路2房出租/衛浴乾溼分離/寵物友善/乾溼分離,中和區中正路,2房,16,,17000,,連城路口站 49公尺,仲介:吳先生,591_20354360.png,11,"24°59'41""N 121°29'16""E",2026-01-18,2603
20469787,非頂加/圓通路可租補2房整層出租/可養寵/雙和醫院,中和區圓通路335巷,2房,16,5F/5F,19000,,圓通路305巷(碧湖社區)站 195公尺,仲介:吳先生,591_20469787.png,11,"24°59'21""N 121°29'35""E",2026-01-18,2603
20432511,景安站獨立陽台兩房一廳廁所開窗,中和區景新街295巷,2房,18,5F/5F,24888,,景平站 544公尺,仲介:李小姐,591_20432511.png,11,"24°59'40""N 121°30'42""E",2026-01-18,2603
20493742,💓整層住家、空間大，機能好[可租補、可貓〕捷運/泰和街旁,中和區連城路23巷,4房,40,2F/4F,35000,,中和站 356公尺,仲介:曾若蓁,591_20493742.png,11,"25°0'4""N 121°29'57""E",2026-01-18,2603
20526699,吉屋出租歡迎賞屋🉑洽談租金水電瓦斯費,中和區景平路634號,3房,28,5F/5F,25000,,中和站 442公尺,代理人:羅先生,591_20526699.png,11,"24°59'58""N 121°29'56""E",2026-01-18,2603
20366117,可租補☀️垃圾代收☀️採光一房一廳獨立洗衣機有飲水機,中和區景安路79巷,1房,8,4F/4F,15000,,景安站 325公尺,仲介:杜小姐,591_20366117.png,11,"24°59'46""N 121°30'25""E",2026-01-18,2603
20525183,易居社會住宅✨近捷運景平站｜全新裝潢採光大三房｜可租補,中和區大仁街10巷,3房,32.33,4F/4F,28000,,景平站 349公尺,仲介:林小姐,591_20525183.png,11,"24°59'35""N 121°31'11""E",2026-01-18,2603
20509667,🏠全室裝潢免爬高兩房💫機能方便💫,中和區員山路,2房,15,3F/4F,25000,,中和高中(員山路)站 12公尺,仲介:盧先生,591_20509667.png,11,"24°59'46""N 121°28'53""E",2026-01-18,2603
20524577,採大空間光四房兩廳☀️可租補入籍☀️中和站,中和區連城路23巷,4房,30.21,2F/4F,34000,,中和站 356公尺,仲介:杜小姐,591_20524577.png,11,"25°0'4""N 121°29'57""E",2026-01-18,2603
20384300,華夏科大緬甸街公寓健身雅寓,中和區華新街192巷22弄26號,1房,20,,13000,,華新街站 127公尺,仲介:張小姐,591_20384300.png,11,"24°59'1""N 121°30'25""E",2026-01-18,2603
20417758,【樸和】近遠東科技園區☑️全新裝潢☑️可租補,中和區連城路403巷,3房,23.89,5F/5F,27000,,瓏山林台北中和飯店站 94公尺,仲介:許先生,591_20417758.png,11,"24°59'45""N 121°29'10""E",2026-01-18,2603
20417167,【樸和】近遠東科技園區☑️全新裝潢☑️可租補,中和區連城路403巷,2房,20,,20000,,瓏山林台北中和飯店站 94公尺,仲介:許先生,591_20417167.png,11,"24°59'45""N 121°29'10""E",2026-01-18,2603
20453369,中和路!公寓3樓2房!可租補免仲介費,中和區中和路,2房,19,3F/4F,19000,,南山高中站 12公尺,代理人:董先生,591_20453369.png,11,"24°59'60""N 121°30'18""E",2026-01-18,2603
20523015,景平站~優質裝潢🌈宜居首選🌈2房,中和區景平路151巷,2房,15,3F/4F,27000,,景平站 236公尺,仲介:張先生,591_20523015.png,11,"24°59'30""N 121°30'51""E",2026-01-18,2603
20412866,🎶遠東ABC絕美公寓三房,中和區連城路403巷,3房,23.89,5F/5F,27000,,瓏山林台北中和飯店站 94公尺,仲介:吳先生,591_20412866.png,12,"24°59'45""N 121°29'10""E",2026-01-18,2603
20415923,✨中和遠東世紀園區對面｜全新首住採光美宅✨,中和區連城路403巷,3房,23.89,5F/5F,27000,,瓏山林台北中和飯店站 94公尺,仲介:黃小姐,591_20415923.png,12,"24°59'45""N 121°29'10""E",2026-01-18,2603
20522218,採光好、格局正、生活便利、靜巷美寓,中和區永和路90巷,3房,30,4F/5F,27500,,中和站 429公尺,屋主:陳小姐,591_20522218.png,12,"25°0'21""N 121°29'51""E",2026-01-18,2603
20409254,中和溫馨裝潢住家🏆近遠東世紀中心雙和,中和區中正路,3房,25,3F/5F,36000,,,屋主:張小姐,591_20409254.png,12,"0°0'0""N 0°0'0""E",2026-01-18,2603
20464386,景安站-高優質公寓三樓間間窗雙採光超通風,中和區明禮街43號,3房,37.6,3F/5F,30000,,景安站 314公尺,代理人:黃先生,591_20464386.png,12,"24°59'48""N 121°30'15""E",2026-01-18,2603
20247876,景平三房全新裝潢可租補,中和區宜安路11巷,3房,28.6,4F/4F,36000,,景平站 497公尺,仲介:林小姐,591_20247876.png,12,"24°59'42""N 121°30'45""E",2026-01-18,2603
19608571,生活機能好正四房，大露臺室內空間大，可租補免仲介費,中和區連城路23巷,4房,30.21,2F/4F,28000,,中和站 356公尺,仲介:林先生,591_19608571.png,12,"25°0'4""N 121°29'57""E",2026-01-18,2603
20311571,★全新整理★大空間★明亮通風好★格局方正★台電計價★,中和區華順街30巷,3房,21.9,,15000,,自強國小(民德路)站 43公尺,仲介:許先生,591_20311571.png,12,"24°59'58""N 121°28'5""E",2026-01-18,2603
20490440,漂亮2房頂樓加蓋,中和區員山路,2房,18,,14000,,中原站 572公尺,仲介:羊咩小姐,591_20490440.png,12,"25°0'41""N 121°28'46""E",2026-01-18,2603
20513816,易居社會住宅✨巷內清幽好宅｜近學區市場,中和區新生街148巷,4房,31.35,4F/4F,19000,,民樂郵局[新巴士]站 61公尺,仲介:許小姐,591_20513816.png,12,"25°0'2""N 121°28'57""E",2026-01-18,2603
20424122,【可租補】秀朗橋捷運站超值三房🥇林靜,中和區景平路,3房,30.89,4F/5F,21000,,秀朗橋站 192公尺,仲介:林小姐,591_20424122.png,12,"24°59'30""N 121°31'34""E",2026-01-18,2603
20517685,社宅免服務費!🏡生活機能便利好宅｜3房2衛,中和區忠孝街101巷,3房,30.03,3F/5F,30000,,南勢角站 541公尺,仲介:何小姐,591_20517685.png,12,"24°59'9""N 121°30'42""E",2026-01-18,2603
20470605,近中和捷運站✨家電家具新天然瓦斯✨巷口麥當勞生活機能優,中和區中和路26巷,2房,18.5,4F/4F,25500,,中和站 359公尺,仲介:廖先生,591_20470605.png,12,"25°0'5""N 121°29'58""E",2026-01-18,2603
20517407,永安市場捷運超值美宅(可租補)-中信洪碩遠,中和區保健路10巷,3房,27.86,4F/4F,31000,,景安站 406公尺,仲介:洪先生,591_20517407.png,12,"24°59'48""N 121°30'26""E",2026-01-18,2603
20480857,優質整新裝潢公寓兩房,中和區景平路,2房,21,5F/5F,19000,,景安站 496公尺,代理人:楊女士,591_20480857.png,12,"24°59'48""N 121°30'3""E",2026-01-18,2603
20517079,[出租]錦和國小學區3樓美寓可租補請直接來電,中和區圓通路393巷,3房,28,3F/5F,25500,,中和新村[新巴士]站 197公尺,仲介:吳宗達,591_20517079.png,12,"24°59'18""N 121°29'26""E",2026-01-18,2603
20516577,❤️南勢角站｜生活機能佳｜通風採光佳｜可開伙,中和區忠孝街19巷,2房,10,1F/5F,21500,,華新街站 92公尺,仲介:值班小姐,591_20516577.png,12,"24°59'1""N 121°30'31""E",2026-01-18,2603
20459480,兆基-巷弄復古低樓層/鬧中取靜3房,中和區明仁街6巷,3房,24.5,3F/4F,24000,,景安站 205公尺,仲介:郭小姐,591_20459480.png,12,"24°59'43""N 121°30'22""E",2026-01-18,2603
20419232,莒光.德光.國光生活機能靜巷社區,中和區莒光路120巷,2房,23.8,5F/5F,23800,,,仲介:李先生,591_20419232.png,12,"0°0'0""N 0°0'0""E",2026-01-18,2603
20467196,全新裝潢面公園北歐風明亮大三房,中和區莊敬路,3房,30,4F/4F,26000,,中和站 405公尺,仲介:林先生,591_20467196.png,12,"25°0'15""N 121°29'58""E",2026-01-18,2603
20514712,新裝修進捷運公寓,中和區大仁街10巷,3房,33,4F/4F,28000,,景平站 349公尺,屋主:林先生,591_20514712.png,12,"24°59'35""N 121°31'11""E",2026-01-18,2603
20514713,❤️秀朗橋站｜生活機能佳｜通風採光佳｜獨立洗衣｜可炊,中和區秀朗路三段128巷,2房,15,,12000,,秀朗橋站 298公尺,仲介:值班小姐,591_20514713.png,12,"24°59'33""N 121°31'24""E",2026-01-18,2603
20353307,可租補免仲~可貓全新三房🌈5分鐘景平站大潤發⭐台北20分,中和區大勇街60巷,3房,25,4F/5F,25500,,景平站 399公尺,仲介:周小姐,591_20353307.png,12,"24°59'41""N 121°31'8""E",2026-01-18,2603
20378505,近秀山國小，可租補、入戶籍，三房大空間，附傢俱,中和區自立路29巷,3房,33.6,5F/5F,27000,,自立路站 109公尺,代理人:郭小姐,591_20378505.png,12,"24°59'47""N 121°31'25""E",2026-01-18,2603
20481639,"中和中山路,住戶單純,機能性佳,仲介勿擾",中和區中山路二段3巷,2房,25,,16000,,永安市場站 453公尺,屋主:蘇先生,591_20481639.png,12,"25°0'14""N 121°30'25""E",2026-01-18,2603
20511776,散步中和站捷運站🌈巷口麥當勞公車站🌈2年新裝潢,中和區中和路26巷,2房,18.5,4F/4F,25500,,中和站 359公尺,仲介:廖先生,591_20511776.png,12,"25°0'5""N 121°29'58""E",2026-01-18,2603
20485460,敦信社宅🏆中和4房２廳學區大空間🏆免仲可補助,中和區中興街158巷,4房,34.39,2F/5F,30000,,捷運景安站 618公尺,仲介:潘小姐,591_20485460.png,12,"24°59'25""N 121°29'58""E",2026-01-18,2603
20510651,👀可寵可入籍｜三樓美寓前後陽台｜採光佳｜溫馨全新裝潢,中和區連城路249巷,3房,26.21,3F/4F,31000,,台貿一村站 152公尺,仲介:陳小姐,591_20510651.png,12,"24°59'44""N 121°29'36""E",2026-01-18,2603
20372603,好宅租管【社宅可租補】近南勢角站/大三房,中和區興南路一段73巷,3房,27.22,4F/5F,31000,,南勢角站 203公尺,仲介:黃先生,591_20372603.png,12,"24°59'20""N 121°30'38""E",2026-01-18,2603
20283524,好宅租管【社宅可租補】中和環球稀有一樓,中和區員山路394巷,3房,37.98,1F/5F,35000,,員山公園站 34公尺,仲介:黃先生,591_20283524.png,12,"25°0'16""N 121°28'51""E",2026-01-18,2603
