案件編號,標題,地址,房型,坡數,樓層,租金,押金,捷運站,聯絡人,截圖檔名,頁碼,座標,執行日期,年週
20511013,TT✿台電✿可租補✿亞東醫院✿兩房大空間✿全新裝潢✿,板橋區大觀路二段265巷,2房,25,5F/6F,23900,,福安里站 45公尺,仲介:麥先生,591_20511013.png,1,"24°59'49""N 121°26'29""E",2026-01-19,2604
20518001,浮洲火車站2房2衛+廚房,板橋區龍興街73巷,2房,25,,19800,,天聖宮站 72公尺,代理人:楊先生,591_20518001.png,1,"25°0'9""N 121°26'28""E",2026-01-19,2604
20486176,板橋27坪大三房｜近捷運板橋站10–15分｜邊間採光佳｜可開,板橋區大智街25巷13號,3房,27,5F/5F,28000,,大仁街站 177公尺,屋主:約先生,591_20486176.png,1,"25°0'53""N 121°27'17""E",2026-01-19,2604
20425749,亞東捷運大空間兩房,板橋區四川路二段,2房,25,5F/5F,20000,,亞東醫院站 430公尺,屋主:宋先生,591_20425749.png,1,"24°59'41""N 121°27'9""E",2026-01-19,2604
20360165,🌟板橋區-可租屋補助-實惠租屋-寵物可談-使用面積20坪,板橋區和平路安樂巷37號,2房,20,3F/5F,25000,,重慶國小站 136公尺,屋主:胡先生,591_20360165.png,1,"24°59'36""N 121°27'43""E",2026-01-19,2604
20515327,捷運府中旁、採光佳、近介壽公園、鬧中取靜,板橋區館前東路,3房,35,5F/5F,25000,,府中站 175公尺,屋主:鄭小姐,591_20515327.png,1,"25°0'25""N 121°27'36""E",2026-01-19,2604
20528391,【日序｜板橋區整租｜可貓咪｜可租補｜重慶國中｜全新裝潢】,板橋區重慶路310號,2房,20,,25999,,重慶國中(重慶路)站 26公尺,代理人:童先生,591_20528391.png,1,"24°59'53""N 121°27'50""E",2026-01-19,2604
20417094,獨立3房美寓❤台水台電❤可寵有陽台,板橋區大勇街,3房,19,5F/6F,24500,,南雅西路站 92公尺,仲介:謝小姐,591_20417094.png,1,"25°0'59""N 121°27'9""E",2026-01-19,2604
20461815,易居社會住宅✨近翠華大橋|近學區|可補助,板橋區永豐街75巷,2房,16.63,1F/4F,18700,,板新站 502公尺,仲介:許小姐,591_20461815.png,1,"25°1'8""N 121°28'22""E",2026-01-19,2604
20541478,沃盛睿達🏠新埔站騎車3分鐘/稀有低樓層/可租補/門口可停車,板橋區縣民大道三段33巷,3房,30,1F/4F,36000,,埤墘里站 85公尺,仲介:雷先生,591_20541478.png,1,"25°1'18""N 121°28'27""E",2026-01-19,2604
20471543,🐣板橋江寧兩房/寵物友善/可租補/江子翠站6分鐘🐣,板橋區江寧路三段87巷,2房,13,4F/4F,25500,,江子翠站 313公尺,仲介:黃先生,591_20471543.png,1,"25°2'2""N 121°28'25""E",2026-01-19,2604
20535664,近環球購物中心優質公寓,板橋區民族路287巷,3房,23,3F/4F,20000,,國泰街口站 81公尺,仲介:陳先生,591_20535664.png,1,"25°0'26""N 121°28'16""E",2026-01-19,2604
20513159,新埔民生捷運旁⭐超機能四房⭐天然瓦斯🔥可寵🔥可租捕🔥,板橋區民生路三段263巷,4房,27,2F/4F,38000,2個月,新埔民生站 457公尺,仲介:廖先生,591_20513159.png,1,"25°1'46""N 121°27'51""E",2026-01-19,2604
20444576,🐣板橋光武三房/房間皆有對外窗/寵物友善/新埔民生7分鐘,板橋區光武街110巷,3房,20,5F/5F,26000,,新埔民生站 391公尺,仲介:黃先生,591_20444576.png,1,"25°1'47""N 121°27'59""E",2026-01-19,2604
20525090,🐣板橋大勇街三房/獨立門牌免分租/寵物友善/近商圈生活,板橋區大勇街,3房,25,5F/5F,24500,,南雅西路站 92公尺,仲介:黃先生,591_20525090.png,1,"25°0'59""N 121°27'9""E",2026-01-19,2604
20519881,板橋雙十路江翠站寬敞設計通風大兩房,板橋區雙十路一段1號,2房,15,5F/5F,21000,,永安公園站 18公尺,仲介:王先生,591_20519881.png,1,"25°1'28""N 121°28'40""E",2026-01-19,2604
20513481,板橋忠孝路上三房兩廳超大間,板橋區忠孝路169號,3房,23,,24800,,福德里站 131公尺,仲介:王先生,591_20513481.png,1,"25°0'7""N 121°27'54""E",2026-01-19,2604
20406868,廣權公園大三房,板橋區和平路52巷1號,3房,23.48,5F/5F,23000,,廣福公園站 136公尺,仲介:廖女士,591_20406868.png,1,"24°59'34""N 121°27'44""E",2026-01-19,2604
20519899,板橋中正路通風採光佳超大兩房一廳,板橋區中正路253巷61弄7號,2房,16,,18500,,大仁街站 140公尺,仲介:王先生,591_20519899.png,1,"25°1'1""N 121°27'10""E",2026-01-19,2604
20249880,聯碩★府中學區三房美寓/免服務費/可租補,板橋區重慶路93巷,3房,24,4F/4F,16000,,府中站 511公尺,仲介:郭先生,591_20249880.png,1,"25°0'21""N 121°27'48""E",2026-01-19,2604
19635588,兆基🏡新埔新裝修免爬高大三房可貓,板橋區陽明街279巷,3房,23.18,2F/4F,31000,,新埔站 182公尺,仲介:沈小姐,591_19635588.png,1,"25°1'21""N 121°28'3""E",2026-01-19,2604
20527283,新埔站~稀有大陽台~三房2樓~寵物友善OK,板橋區文化路一段188巷,3房,35,2F/4F,32500,,新埔站 496公尺,代理人:林先生,591_20527283.png,1,"25°1'10""N 121°28'9""E",2026-01-19,2604
20525484,屋況佳~免爬高~黃金大二樓,板橋區南雅西路二段209號,2房,25,2F/5F,20000,2個月,湳興里站 86公尺,仲介:封小姐,591_20525484.png,1,"25°0'46""N 121°27'4""E",2026-01-19,2604
20464028,板橋兩房一廳22坪公寓，附全套傢俱,板橋區僑中一街,2房,22,6F/6F,17500,,歡仔園站 81公尺,屋主:周小姐,591_20464028.png,1,"25°0'43""N 121°26'44""E",2026-01-19,2604
20484000,江子翠捷運站-大同街吉屋出租,板橋區大同街,2房,33,,32000,,冷凍廠(文聖)站 61公尺,屋主:廖小姐,591_20484000.png,1,"25°1'39""N 121°28'42""E",2026-01-19,2604
20510762,新埔捷運亮麗三房,板橋區幸福路32巷71號,3房,23,4F/4F,20800,,文德國小站 43公尺,仲介:楊先生,591_20510762.png,10,"25°1'17""N 121°27'35""E",2026-01-19,2604
20479710,採光大兩房，可寵、2樓免爬高,板橋區新海路,2房,20.8,2F/5F,28000,,文德國小站 90公尺,仲介:馮女士,591_20479710.png,10,"25°1'19""N 121°27'38""E",2026-01-19,2604
20495905,江子翠站步行1分鐘，台水台電大空間裝潢新,板橋區雙十路三段18巷,2房,28,4F/4F,29500,,江子翠站 172公尺,代理人:吳先生,591_20495905.png,10,"25°1'52""N 121°28'16""E",2026-01-19,2604
19374926,✨新埔裕民商圈✨邊間裝潢3房✨,板橋區長江路一段,3房,26.8,5F/5F,23000,,新海橋頭站 71公尺,仲介:林小姐,591_19374926.png,10,"25°1'45""N 121°27'33""E",2026-01-19,2604
20544913,板橋亞東公寓3房/可租補/可報稅/家具全,板橋區四川路二段99巷,3房,23,5F/5F,26000,,亞東醫院站 499公尺,仲介:簡先生,591_20544913.png,10,"24°59'38""N 121°27'9""E",2026-01-19,2604
20539677,"亞東醫院捷運站方便停車壹樓(可租補,冷氣可談)",板橋區南雅南路二段34巷,4房,26.83,1F/3F,28000,,亞東醫院站 548公尺,仲介:謝先生,591_20539677.png,10,"25°0'12""N 121°27'14""E",2026-01-19,2604
20454123,板橋府中後站商圈獨立空間/可住可工作室,板橋區館前東路,,14,2F/5F,25000,,府中站 283公尺,仲介:簡先生,591_20454123.png,10,"25°0'30""N 121°27'44""E",2026-01-19,2604
20409349,板橋🏠寵物戶籍✅新變頻冷暖/掀床/飲水機⚡️生活機能,板橋區新海路,2房,15,2F/5F,28000,,新海派出所站 136公尺,仲介:鄭先生,591_20409349.png,10,"25°1'21""N 121°27'41""E",2026-01-19,2604
20528869,騎車5分鐘府中捷運站/忠孝國中、機能佳、靜巷、交通便利,板橋區光明街,3房,27,3F/5F,25000,,中興醫院站 60公尺,仲介:許先生,591_20528869.png,10,"25°0'9""N 121°27'37""E",2026-01-19,2604
20457923,新補/板橋站，乾淨清新藍房，可寵可入籍,板橋區新海路,2房,20,2F/5F,28999,,新埔民生站 553公尺,仲介:黃先生,591_20457923.png,10,"25°1'25""N 121°27'44""E",2026-01-19,2604
20457931,超近板橋火車站，交通超方便，免爬高新家具,板橋區縣民大道二段,3房,36,2F/5F,35999,,板橋站 124公尺,仲介:黃先生,591_20457931.png,10,"25°0'47""N 121°27'48""E",2026-01-19,2604
20488012,板橋車站後方，全新超大空間採光房，可租補.入籍,板橋區國光路,3房,32,3F/5F,28999,,大庭新村(國光路)站 81公尺,仲介:黃先生,591_20488012.png,10,"25°1'3""N 121°27'27""E",2026-01-19,2604
20406330,超近新埔站，舒適大空間，可寵可入籍,板橋區自由路38巷,2房,23,,26999,,新埔站 244公尺,仲介:黃先生,591_20406330.png,10,"25°1'23""N 121°27'58""E",2026-01-19,2604
20457926,亞東醫院站，超大明亮採光二層空間，可貓可租補,板橋區四川路一段,3房,44,4F/4F,34999,,仁愛新村站 69公尺,仲介:黃先生,591_20457926.png,10,"25°0'1""N 121°27'32""E",2026-01-19,2604
20539208,新埔站可寵變頻冷氣生飲水生活機能佳,板橋區四維路,1房,15,,22000,,新埔民生站 229公尺,代理人:李小姐,591_20539208.png,10,"25°1'33""N 121°27'53""E",2026-01-19,2604
20426227,新埔站可寵變頻冷氣生飲水生活機能佳,板橋區四維路,1房,15,,22000,,新埔民生站 229公尺,代理人:李小姐,591_20426227.png,10,"25°1'33""N 121°27'53""E",2026-01-19,2604
20462698,板橋站低樓層有廚房天然瓦斯,板橋區大智街42巷,1房,12,3F/5F,18000,,大庭新村站 69公尺,代理人:李小姐,591_20462698.png,10,"25°0'60""N 121°27'21""E",2026-01-19,2604
20505620,板橋🏠採光通風🌟獨洗曬🌟可炊🌟可寵🌟大空間🌟,板橋區民權路260巷,2房,18,,24000,,板橋站 493公尺,仲介:余先生,591_20505620.png,10,"25°0'56""N 121°27'29""E",2026-01-19,2604
20503175,近浮洲火車站公寓兩房大空間採光有陽台(可租補/免服務費),板橋區僑中二街124巷,2房,25,3F/5F,21500,,藍天世紀城站 124公尺,代理人:李小姐,591_20503175.png,10,"25°0'21""N 121°26'40""E",2026-01-19,2604
20530911,P2608全新裝潢✨進板橋捷運站(可租補),板橋區復興街,3房,21.87,3F/4F,33000,,板橋站 493公尺,仲介:德鄰租屋,591_20530911.png,10,"25°1'9""N 121°27'43""E",2026-01-19,2604
20530926,P2586✨板橋溫暖小天地：幸福生活角落(可租補),板橋區民有街81巷,3房,28.06,3F/3F,22800,,新埔民生站 226公尺,仲介:德鄰租屋,591_20530926.png,10,"25°1'38""N 121°27'53""E",2026-01-19,2604
20504923,捷運板新5分◆超值2房◆採光皆有窗★傢俱齊,板橋區中山路二段89巷,2房,21,,14999,,板新站 356公尺,仲介:王先生,591_20504923.png,10,"25°1'1""N 121°28'27""E",2026-01-19,2604
20462027,捷運亞東醫院◆大空間3房◆可報稅入籍★雙層使用,板橋區四川路一段,3房,44,4F/4F,34500,,仁愛新村站 24公尺,仲介:王先生,591_20462027.png,10,"24°59'58""N 121°27'30""E",2026-01-19,2604
20452635,近國光國小◆新整修3房◆可租補可合租★採光,板橋區國光路,3房,35,3F/5F,27999,,大庭新村站 46公尺,仲介:王先生,591_20452635.png,10,"25°1'0""N 121°27'24""E",2026-01-19,2604
20472154,捷運板橋◆採光2房◆可租補可貓★陽台,板橋區漢生東路113巷,2房,13,,21999,,板橋站 351公尺,仲介:王先生,591_20472154.png,10,"25°0'54""N 121°28'5""E",2026-01-19,2604
20446725,捷運新埔3分◆大空間3房◆採光大露臺★可租補,板橋區自由路,3房,44,2F/4F,29500,,新埔站 295公尺,仲介:王先生,591_20446725.png,10,"25°1'24""N 121°27'56""E",2026-01-19,2604
20483990,近光復橋◆1房1廳◆獨洗陽台★可租補,板橋區富山街7巷,1房,12,3F/3F,24999,,翠華新村站 66公尺,仲介:王先生,591_20483990.png,10,"25°1'18""N 121°28'45""E",2026-01-19,2604
20482975,近捷運亞東醫院◆超值3房◆可租補可寵★採光,板橋區四川路二段99巷,3房,22,5F/5F,24500,,亞東醫院站 499公尺,仲介:王先生,591_20482975.png,10,"24°59'38""N 121°27'9""E",2026-01-19,2604
20483290,重慶國中旁◆超值2房◆採光皆有窗★大陽台,板橋區重慶路290巷,2房,15,,16499,,重慶國中站 188公尺,仲介:王先生,591_20483290.png,10,"24°59'57""N 121°27'44""E",2026-01-19,2604
20484132,捷運新埔民生◆新裝潢3房◆可入籍可辦公★門口停車,板橋區光武街,3房,37,1F/4F,37999,,新埔民生站 411公尺,仲介:王先生,591_20484132.png,10,"25°1'47""N 121°27'55""E",2026-01-19,2604
20533621,捷運亞東醫院◆超值2房◆採光大空間★台電,板橋區信義路74巷,2房,24,,17999,,益華紡織站 90公尺,仲介:王先生,591_20533621.png,11,"24°59'35""N 121°27'25""E",2026-01-19,2604
20429741,近捷運府中◆超值3房◆採光陽台★可寵,板橋區華興街,3房,27,,17999,,府中站 454公尺,仲介:王先生,591_20429741.png,11,"25°0'16""N 121°27'33""E",2026-01-19,2604
20509618,近捷運新埔民生◆超值3房◆採光佳新整修,板橋區文德路,3房,22,,19999,,新埔民生站 523公尺,仲介:王先生,591_20509618.png,11,"25°1'27""N 121°27'44""E",2026-01-19,2604
20442809,捷運府中◆低樓層3房◆可租補入籍★採光,板橋區實踐路,3房,29,2F/5F,24500,,實踐成都街口站 12公尺,仲介:王先生,591_20442809.png,11,"25°0'21""N 121°27'49""E",2026-01-19,2604
20500802,捷運新埔2分◆超值3房◆採光雙陽台★可合租,板橋區自由路38巷,3房,21,,22000,,新埔站 238公尺,仲介:王先生,591_20500802.png,11,"25°1'23""N 121°27'58""E",2026-01-19,2604
20429212,近華江橋◆新裝潢4房◆可租補入籍★可貓,板橋區民治街81巷,4房,32,3F/5F,32000,,懷德街(懷德)站 216公尺,仲介:王先生,591_20429212.png,11,"25°1'56""N 121°28'50""E",2026-01-19,2604
20487297,板橋，可寵採光裝潢2房機能強大空間陽台獨洗曬,板橋區民權路260巷,2房,25,,24000,,板橋站 493公尺,仲介:江先生,591_20487297.png,11,"25°0'56""N 121°27'29""E",2026-01-19,2604
20476785,寵物友善·新埔溫馨兩房✨,板橋區自由路38巷,2房,23,,27000,,新埔站 157公尺,代理人:郭小姐,591_20476785.png,11,"25°1'26""N 121°28'1""E",2026-01-19,2604
20395213,🏡板橋公寓四樓｜三房兩廳｜社宅可租補｜,板橋區翠華街6巷,3房,25.73,4F/4F,22000,,雙十路口站 135公尺,仲介:鄭先生,591_20395213.png,11,"25°1'26""N 121°28'50""E",2026-01-19,2604
20462607,埔墘市場內重新整理兩房好衛浴大陽台,板橋區民享街,2房,20,4F/4F,27000,,板新站 591公尺,仲介:韻琪,591_20462607.png,11,"25°1'0""N 121°28'39""E",2026-01-19,2604
20362919,浮洲車站僑中三街漂亮大三房,板橋區僑中三街,3房,31.26,5F/5F,23500,,臺鐵浮洲站 42公尺,代理人:王先生,591_20362919.png,11,"25°0'17""N 121°26'43""E",2026-01-19,2604
20494178,板橋超值可寵大兩房頂加,板橋區縣民大道三段93巷,2房,16,4F/4F,12000,,八德公園站 60公尺,仲介:李小姐,591_20494178.png,11,"25°1'22""N 121°28'29""E",2026-01-19,2604
20480629,江子翠稀有可租補可入籍大四房,板橋區松柏街,4房,32.05,3F/5F,26000,,江子翠站 345公尺,仲介:聯先生,591_20480629.png,11,"25°1'53""N 121°28'36""E",2026-01-19,2604
20402874,🍎捷運~翠華二戶打通面寬超值一摟🍎,板橋區翠華街4巷7號,,51.1,1F/4F,45000,,,仲介:羅英倫☎☎☎,591_20402874.png,11,"0°0'0""N 0°0'0""E",2026-01-19,2604
20402875,🍎捷運板橋🍎大智4+5🍎0955036338,板橋區大智街,4房,55,4F/4F,36000,,,仲介:羅英倫☎☎☎,591_20402875.png,11,"0°0'0""N 0°0'0""E",2026-01-19,2604
20501497,🍎捷運板橋🍎大智4+5🍎0955036338,板橋區大智街,4房,55,4F/4F,36000,,板橋戶政事務所站 220公尺,仲介:羅英倫☎☎☎,591_20501497.png,11,"25°0'51""N 121°27'16""E",2026-01-19,2604
20518340,近板橋民生站🌟採光3房2衛🏠社宅🉑租補🆓免仲介費,板橋區互助街77巷,3房,25.95,2F/5F,26000,,新埔國中(新海路)站 124公尺,仲介:王先生,591_20518340.png,11,"25°1'34""N 121°27'37""E",2026-01-19,2604
20514323,板橋民享一樓超大空間近市場租30000,板橋區民治街52巷,3房,18.59,1F/4F,30000,,江子翠站 641公尺,仲介:王小姐,591_20514323.png,11,"25°1'60""N 121°28'45""E",2026-01-19,2604
20528685,東昇社宅/板橋站/裕民夜市/大坪數低樓層3房2廳2衛/可租補,板橋區龍泉街82巷4號,3房,36,3F/5F,28000,,名來新城(綠堤街)站 59公尺,仲介:駱先生,591_20528685.png,11,"25°1'30""N 121°27'20""E",2026-01-19,2604
20299232,亞東科技大學2房可租補可養寵物,板橋區四川路二段,2房,25,,16888,,亞東醫院站 430公尺,仲介:林小姐,591_20299232.png,11,"24°59'41""N 121°27'9""E",2026-01-19,2604
20367454,🔥全新裝潢｜三房兩廳大空間｜採光佳通風好🔥,板橋區文德路,3房,23,,22000,,新埔民生站 523公尺,仲介:劉先生,591_20367454.png,11,"25°1'27""N 121°27'44""E",2026-01-19,2604
20481482,🔥前後陽台｜板橋中和土城交界｜採光佳通風好🔥,板橋區和平路190巷,3房,28,3F/5F,23000,,壽德里活動中心[新巴士]站 65公尺,仲介:劉先生,591_20481482.png,11,"24°59'48""N 121°27'54""E",2026-01-19,2604
20465380,✨板橋新埔站｜稀有三房💯全新裝潢,板橋區文德路,3房,23.23,,20000,,新埔民生站 523公尺,仲介:劉小姐,591_20465380.png,11,"25°1'27""N 121°27'44""E",2026-01-19,2604
20464112,💕板橋體育館✨一樓低樓層👍住辦兩用2房,板橋區大智街,2房,23.55,1F/4F,32000,,大仁街站 100公尺,仲介:劉小姐,591_20464112.png,11,"25°0'55""N 121°27'15""E",2026-01-19,2604
20366498,⭐️自由路近新埔捷運站🏢可貓超貼心🏠包裹代收⭐️,板橋區自由路38巷5號,2房,24,,27000,,新埔站 157公尺,仲介:謝先生,591_20366498.png,11,"25°1'26""N 121°28'1""E",2026-01-19,2604
20543919,⭐️板橋民生路🌸近新埔新生站🏢可貓代收包裹垃圾家電齊⭐️,板橋區民生路三段,2房,24.7,2F/4F,21000,,新埔民生站 393公尺,仲介:謝先生,591_20543919.png,11,"25°1'42""N 121°27'50""E",2026-01-19,2604
20469101,公寓式三F三房一廳一衛採光通風良好,板橋區大觀路二段146號,3房,20,3F/4F,18000,,力行新村站 87公尺,屋主:趙女士,591_20469101.png,11,"24°59'57""N 121°26'33""E",2026-01-19,2604
20539125,🌞【走吧!看房】近雙線捷運新埔站·整新溫馨兩房｜中信香香,板橋區民生路三段,2房,20,4F/4F,25000,,大漢橋(長江路)站 68公尺,仲介:林小姐,591_20539125.png,11,"25°1'55""N 121°27'51""E",2026-01-19,2604
20409490,大管家房屋/頂加/兩大房/湳雅夜市/生活機能超方便,板橋區大明街20巷,2房,22.5,5F/5F,16800,,府中站 558公尺,仲介:李先生,591_20409490.png,11,"25°0'13""N 121°27'29""E",2026-01-19,2604
20543863,大管家社宅/光復橋旁/三房可租補/家具可談,板橋區光復街,3房,28.1,4F/5F,22000,,光復街站 40公尺,仲介:李先生,591_20543863.png,11,"25°1'6""N 121°28'59""E",2026-01-19,2604
20472437,近重慶國小．重新整理．40坪．住店辦皆宜．門口可停車,板橋區和平路安樂巷,1房,40,1F/5F,37500,,重慶國小站 149公尺,仲介:吳先生,591_20472437.png,12,"24°59'36""N 121°27'44""E",2026-01-19,2604
20451127,美樂*板橋火車站*府中站*機能好*大空間4房*可租補,板橋區大智街,4房,30.2,4F/4F,35999,,南雅西路站 149公尺,仲介:林先生,591_20451127.png,12,"25°0'52""N 121°27'12""E",2026-01-19,2604
20529515,漢生東路一樓出入便利好住辦,板橋區漢生東路83巷,3房,26,1F/1F,38000,,板橋站 255公尺,仲介:王小姐,591_20529515.png,12,"25°0'59""N 121°28'1""E",2026-01-19,2604
20507082,🏡社會住宅👍可租補🏡3房2衛浴設備齊全,板橋區國慶路149巷,3房,25.72,5F/5F,17400,,郵局站 157公尺,仲介:王先生,591_20507082.png,12,"24°59'47""N 121°27'37""E",2026-01-19,2604
20517479,💖安芯💯四房大空間!適合家人~機能方便!誠可談~~~,板橋區裕民街56巷,4房,28,4F/4F,22000,,新埔民生站 640公尺,仲介:陳先生,591_20517479.png,12,"25°1'44""N 121°27'40""E",2026-01-19,2604
20499932,💖安芯💯江子翠站!四房!可貓咪!低樓層!可工作室,板橋區民治街81巷,4房,32,3F/5F,33000,,懷德街(懷德)站 216公尺,仲介:陳先生,591_20499932.png,12,"25°1'56""N 121°28'50""E",2026-01-19,2604
20499965,💖安芯💯一房大空間!大陽台曬衣!板橋車站走路到!致理首選,板橋區漢生西路77巷,1房,24,,18000,,板橋站 462公尺,仲介:陳先生,591_20499965.png,12,"25°1'8""N 121°27'45""E",2026-01-19,2604
20514563,💖安芯💯近板橋站~大空間~家庭首選~交通便利711為鄰,板橋區漢生東路33巷,3房,42,4F/5F,30000,,板橋站 364公尺,仲介:陳先生,591_20514563.png,12,"25°1'6""N 121°27'59""E",2026-01-19,2604
20526684,板橋四維路可申請租補美寓,板橋區四維路291巷,3房,30,4F/4F,22000,,新埔民生站 545公尺,仲介:蒯小姐,591_20526684.png,12,"25°1'43""N 121°27'44""E",2026-01-19,2604
20514188,新埔捷運~近田明大樓~極讚公寓三樓~家俱家電全,板橋區文化路一段270巷,3房,26,3F/5F,35000,,新埔站 358公尺,仲介:吳小姐,591_20514188.png,12,"25°1'14""N 121°28'8""E",2026-01-19,2604
20496395,星鴻社宅😊近捷運板橋站｜巷弄裡的白月光😊(可租補),板橋區大智街25巷,3房,27,5F/5F,28000,,大仁街站 177公尺,仲介:曾先生,591_20496395.png,12,"25°0'53""N 121°27'17""E",2026-01-19,2604
20500504,✨靜巷公寓大坪數大三房近板橋車站✨,板橋區漢生東路33巷,3房,42.96,4F/5F,30000,,板橋站 364公尺,仲介:陳先生,591_20500504.png,12,"25°1'6""N 121°27'59""E",2026-01-19,2604
20543570,近新埔捷運美美3房~含家電直接入住,板橋區文化路一段270巷,3房,26.17,3F/5F,35000,,新埔站 358公尺,仲介:沈小姐,591_20543570.png,12,"25°1'14""N 121°28'8""E",2026-01-19,2604
20400722,✨懷德市場低樓層公寓3+1房✨可寵,板橋區民治街81巷,4房,32.04,3F/5F,33000,,懷德街(懷德)站 216公尺,仲介:陳先生,591_20400722.png,12,"25°1'56""N 121°28'50""E",2026-01-19,2604
20409271,🏅板橋和平路公寓大三房/前後陽台好通風✨,板橋區和平路190巷,3房,28,3F/3F,23000,,壽德里活動中心[新巴士]站 65公尺,仲介:陳先生,591_20409271.png,12,"24°59'48""N 121°27'54""E",2026-01-19,2604
20517998,新埔國中旁一樓大空間辦公室、工作室,板橋區新海路431巷33號,,25,1F/4F,30000,,新海路站 109公尺,仲介:張先生,591_20517998.png,12,"25°1'35""N 121°27'27""E",2026-01-19,2604
15489671,樂宅｜NO.032板橋重慶路1｜亞東醫院站X整層X可租補,板橋區重慶路,3房,17.3,3F/3F,29800,,重慶國中(重慶路)站 91公尺,代理人:樂宅有限公司,591_15489671.png,12,"24°59'58""N 121°27'49""E",2026-01-19,2604
20498053,樂宅｜No.13板橋中山路｜江子翠站,板橋區中山路二段416巷,2房,12.4,,24000,,光復街一站 79公尺,代理人:樂宅客服,591_20498053.png,12,"25°1'11""N 121°28'59""E",2026-01-19,2604
20487887,板橋❣️可寵物~陽台獨洗曬/家具齊全/採光通風/捷運機能好,板橋區民族路260巷,2房,18,,24000,,國泰街口站 110公尺,仲介:胡先生,591_20487887.png,12,"25°0'25""N 121°28'10""E",2026-01-19,2604
20381312,大管家房屋/近亞東醫院/可寵簽條約,板橋區信義路150巷,3房,25.08,4F/4F,24500,,四汴頭站 64公尺,仲介:李先生,591_20381312.png,12,"24°59'29""N 121°27'31""E",2026-01-19,2604
20432549,大管家社宅/生活機能佳/可寵簽條款,板橋區信義路150巷,3房,25.08,4F/4F,23500,,四汴頭站 64公尺,仲介:李先生,591_20432549.png,12,"24°59'29""N 121°27'31""E",2026-01-19,2604
