案件編號,標題,地址,房型,坪數,樓層,租金,押金,捷運站,聯絡人,截圖檔名,頁碼,座標,執行日期,緯度,經度
20452593,🏡比漾商圈公寓大空間露台兩房寵物友善🏡中信柏男,中和區中山路二段55巷,2房,18.0,6F/6F,25000,,佳和公園站 7公尺,仲介:林先生,591_20452593.png,4,"25°0'18""N 121°30'16""E",2026-01-06,25.005,121.50444444444445
20453445,【白序日和｜中和區整租｜可租補報稅｜景安站｜全新裝潢】,中和區景安路210號,2房,20.0,2F/5F,36000,,捷運景安站 233公尺,代理人:童先生,591_20453445.png,4,"24°59'27""N 121°30'14""E",2026-01-06,24.990833333333335,121.5038888888889
20419090,中和華福街頂加,中和區華福街84巷,2房,17.0,,9000,,華福街口站 32公尺,代理人:涂先生,591_20419090.png,4,"24°59'51""N 121°28'6""E",2026-01-06,24.997500000000002,121.46833333333333
20337933,"立德街倉庫,長短租-雙面貨梯好下貨",中和區立德街11號,,15.0,4F/5F,12000,,,屋主:張女士,591_20337933.png,4,"0°0'0""N 0°0'0""E",2026-01-06,,
20394504,中和南山路優質兩房出租[免仲介費-可租補],中和區南山路298巷,2房,10.0,5F/5F,20000,,壽南里站 91公尺,仲介:黃先生,591_20394504.png,4,"24°59'14""N 121°30'27""E",2026-01-06,24.987222222222222,121.5075
20389386,✨無敵生活圈走路皆可抵達✨位處靜巷靜謐舒適✨免仲介費,中和區景新街423巷35弄10號,2房,19.54,4F/4F,21000,,三介廟站 98公尺,仲介:李先生,591_20389386.png,4,"24°59'21""N 121°30'48""E",2026-01-06,24.989166666666666,121.51333333333334
20455615,⭐全新裝修⭐環球百貨旁✅靜巷_兩房兩廳一陽台✅,中和區中山路三段32巷,2房,15.0,4F/4F,28000,,中原站 453公尺,仲介:林小姐,591_20455615.png,4,"25°0'26""N 121°28'48""E",2026-01-06,25.00722222222222,121.48
20416075,可租補☀️垃圾代收☀️採光一房一廳獨立洗衣機有飲水機,中和區景安路79巷,1房,8.0,4F/4F,15000,,景安站 325公尺,仲介:杜小姐,591_20416075.png,4,"24°59'46""N 121°30'25""E",2026-01-06,24.996111111111112,121.50694444444444
20420911,可輔助獨立陽台景安站新裝潢兩房,中和區景新街295巷,2房,15.0,5F/5F,24888,,,仲介:沈先生,591_20420911.png,4,"0°0'0""N 0°0'0""E",2026-01-06,,
20319656,🔥可租補、可養貓🔥環球百貨旁、美裝２房有陽台,中和區民富街,2房,15.0,5F/5F,23800,,員富里[新巴士]站 85公尺,仲介:官先生,591_20319656.png,4,"25°0'32""N 121°28'39""E",2026-01-06,25.00888888888889,121.4775
20449266,捷運南勢角VILLA風2房,中和區忠孝街19巷,2房,13.0,1F/5F,21500,,南勢角站 618公尺,屋主:蔡先生,591_20449266.png,4,"24°59'5""N 121°30'35""E",2026-01-06,24.984722222222224,121.50972222222222
20315433,景安站‧全新裝潢2房‧獨立陽台‧流理台可煮‧台電計費,中和區中興街,2房,13.0,4F/5F,27000,,,仲介:王小姐,591_20315433.png,4,"0°0'0""N 0°0'0""E",2026-01-06,,
20396599,全新裝潢景安捷運三分鐘乾濕分離獨洗近北市,中和區景平路259巷,1房,16.0,4F/4F,15750,,,屋主:黃先生,591_20396599.png,4,"0°0'0""N 0°0'0""E",2026-01-06,,
20399096,"""秒殺""(近中和環球)|3房2衛|大坪數|免追垃圾車|",中和區民享街,3房,30.0,5F/6F,25000,,民享里[新巴士]站 226公尺,屋主:張小姐,591_20399096.png,4,"24°59'58""N 121°28'28""E",2026-01-06,24.999444444444446,121.47444444444444
20377950,MUJI風格、二房一廳一衛、閨蜜好友合租,中和區興南路二段142巷,2房,16.0,3F/5F,22300,,華新街口站 71公尺,屋主:許先生,591_20377950.png,4,"24°59'5""N 121°30'22""E",2026-01-06,24.984722222222224,121.50611111111111
20364650,中和南勢角捷運一號出口旁▲三樓美寓,中和區南山路399巷,3房,29.92,3F/5F,28000,,捷運景安站 349公尺,仲介:李永仁,591_20364650.png,4,"24°59'25""N 121°30'25""E",2026-01-06,24.990277777777777,121.50694444444444
20394974,中和站2房‧可補助稅籍‧貓咪友善‧流理台可煮‧獨洗外推窗,中和區景平路,2房,8.0,4F/4F,19300,,中和站 435公尺,仲介:王小姐,591_20394974.png,4,"25°0'21""N 121°29'51""E",2026-01-06,25.00583333333333,121.4975
