案件編號,標題,地址,房型,坪數,樓層,租金,押金,捷運站,聯絡人,截圖檔名,頁碼,座標,執行日期,緯度,經度
20341826,使用超大~圓通雙和大空間黃金三樓,中和區圓通路335巷,4房,32.01,3F/5F,31000,,圓通路305巷(碧湖社區)站 216公尺,仲介:曾先生,591_20341826.png,14,"24°59'20""N 121°29'38""E",2026-01-06,24.98888888888889,121.49388888888889
20282256,[出租]安邦公園裝潢美寓3樓請直接來電預約看屋,中和區連城路249巷,3房,26.21,3F/4F,31000,,台貿一村站 165公尺,仲介:吳先生,591_20282256.png,14,"24°59'46""N 121°29'38""E",2026-01-06,24.996111111111112,121.49388888888889
20395926,南勢角捷運正對面3樓美寓.稀有釋出,中和區和平街34巷,3房,30.42,3F/5F,28000,,,仲介:林先生,591_20395926.png,14,"0°0'0""N 0°0'0""E",2026-01-06,,
20395793,前後陽台可租補交通良好,中和區宜安路92巷,3房,24.0,6F/6F,22000,,安平路站 91公尺,仲介:張先生,591_20395793.png,14,"24°59'54""N 121°30'41""E",2026-01-06,24.998333333333335,121.51138888888889
13782732,中和路麥當勞✨中和捷運站5分鐘✨2年新裝潢🌈可租補,中和區中和路26巷,2房,18.5,4F/4F,26500,,中和站 383公尺,仲介:廖先生,591_13782732.png,14,"25°0'5""N 121°29'58""E",2026-01-06,25.00138888888889,121.49944444444445
20393804,❤南勢角站旁美寓❤全新裝修＋全室變頻冷氣,中和區忠孝街37巷,2房,20.0,,22000,,放生寺站 106公尺,仲介:符先生,591_20393804.png,14,"24°59'8""N 121°30'40""E",2026-01-06,24.985555555555557,121.5111111111111
20393532,❤南勢角站3房美寓❤全新裝修＋全室變頻冷氣,中和區忠孝街37巷,3房,26.2,5F/5F,30000,,放生寺站 106公尺,仲介:符先生,591_20393532.png,14,"24°59'8""N 121°30'40""E",2026-01-06,24.985555555555557,121.5111111111111
20392329,💥秀朗橋站附近、秀山國小公園正旁邊，百萬裝潢精美大3房,中和區自立路117巷,3房,28.54,5F/5F,33000,,秀朗橋站 487公尺,仲介:陳先生,591_20392329.png,14,"24°59'39""N 121°31'21""E",2026-01-06,24.99416666666667,121.5225
20385185,遠東世紀廣場-全新裝潢2房-可租補,中和區連城路403巷,2房,20.0,1F/5F,23000,,瓏山林台北中和飯店站 94公尺,仲介:陳小姐,591_20385185.png,14,"24°59'45""N 121°29'10""E",2026-01-06,24.995833333333334,121.48611111111111
20372940,景安站10分鐘｜明亮3房大空間｜安靜社區高CP值首選,中和區景安路79巷,3房,31.0,5F/5F,28000,,景安站 446公尺,屋主:鄧女士,591_20372940.png,14,"24°59'46""N 121°30'29""E",2026-01-06,24.996111111111112,121.50805555555556
20359475,🏡圓通邊間車庫一樓/中信~黃馨瑩,中和區圓通路367巷,2房,55.0,1F/5F,45000,,中和新村[新巴士]站 198公尺,仲介:黃小姐,591_20359475.png,14,"24°59'19""N 121°29'33""E",2026-01-06,24.988611111111112,121.4925
20349181,近中和環球_可寵🐈一房一廳_一卡皮箱入住,中和區員山路,1房,10.0,2F/3F,20000,,中原站 490公尺,屋主:傅小姐,591_20349181.png,14,"25°0'23""N 121°28'47""E",2026-01-06,25.00638888888889,121.47972222222222
20354867,🍎可租補入籍⭐新冷氣新冰箱裝潢精緻好收納⭐,中和區宜安路18巷30號,2房,28.0,3F/5F,28000,,中興二村站 78公尺,仲介:林小姐,591_20354867.png,14,"24°59'49""N 121°30'51""E",2026-01-06,24.996944444444445,121.51416666666667
20378505,近秀山國小，可租補、入戶籍，三房大空間，附傢俱,中和區自立路29巷,3房,33.6,5F/5F,30000,,自立路站 109公尺,代理人:郭小姐,591_20378505.png,14,"24°59'47""N 121°31'25""E",2026-01-06,24.99638888888889,121.52361111111111
20359075,國泰中和第一新城公寓3+1房,中和區圓通路232巷4號,4房,36.0,3F/5F,28000,,雙和醫院(院區)站 6公尺,屋主:張先生,591_20359075.png,14,"24°59'32""N 121°29'38""E",2026-01-06,24.992222222222225,121.49388888888889
