案件編號,標題,地址,房型,坪數,樓層,租金,押金,捷運站,聯絡人,截圖檔名,頁碼,座標,執行日期,緯度,經度
20455722,南勢角站/獨立陽台/獨立洗衣機/合租首選/採光通風,中和區忠孝街,2房,15.0,,16999,,放生寺站 67公尺,仲介:黃先生,591_20455722.png,3,"24°59'4""N 121°30'43""E",2026-01-06,24.984444444444446,121.51194444444444
20454317,公寓5樓（頂加）秀朗橋捷運站走路3分鐘,中和區自立路,1房,12.0,4F/4F,14500,,秀朗橋站 149公尺,屋主:王小姐,591_20454317.png,3,"24°59'28""N 121°31'26""E",2026-01-06,24.991111111111113,121.52388888888889
20455701,⭐全新裝修⭐環球百貨旁✅稀有_大露臺+一房一廳✅,中和區中山路三段32巷,1房,10.0,4F/5F,18000,,積穗(中山路)站 27公尺,仲介:林小姐,591_20455701.png,3,"25°0'23""N 121°28'45""E",2026-01-06,25.00638888888889,121.47916666666667
17957293,免服務費｜精裝高檔｜雙捷運｜2房露臺宅,中和區景平路151巷8號,2房,14.0,5F/5F,29000,,景平站 249公尺,仲介:張先生,591_17957293.png,3,"24°59'30""N 121°30'50""E",2026-01-06,24.991666666666667,121.51388888888889
20442482,🏠社會住宅🏠景新街捷運高採光美寓免仲介費,中和區景新街423巷35弄10號,3房,19.54,4F/4F,21000,,三介廟站 98公尺,仲介:何先生,591_20442482.png,3,"24°59'21""N 121°30'48""E",2026-01-06,24.989166666666666,121.51333333333334
20446419,稀有寧靜巷內【三房一廳一衛】採光通風佳,中和區中山路二段2巷,3房,30.0,5F/5F,25000,,莊敬路站 83公尺,屋主:張小姐,591_20446419.png,3,"25°0'20""N 121°30'8""E",2026-01-06,25.005555555555556,121.50222222222222
20346537,免服務費✅亮亮的5樓溫馨3房-近板橋重慶路269巷-誠可談,中和區華順街30巷,3房,20.0,,15800,,自強國小(民德路)站 65公尺,仲介:曾先生,591_20346537.png,3,"25°0'1""N 121°28'5""E",2026-01-06,25.00027777777778,121.46805555555555
20016168,可租補入籍/近景平站秀朗橋站/三面採光/近秀山國小/秀朗國小,中和區自立路29巷,3房,33.6,5F/5F,29999,,,仲介:邱小姐,591_20016168.png,3,"0°0'0""N 0°0'0""E",2026-01-06,,
20273607,中和區公所、景安站，南山路公寓三大房,中和區公所、景安站，南山路公寓三大房,3房,39.0,4F/5F,29700,,景安站 568公尺,屋主:胡先生,591_20273607.png,3,"24°59'53""N 121°30'10""E",2026-01-06,24.998055555555556,121.50277777777778
20280916,南勢角站/租屋補助/低樓層/採光通風/生活機能佳,中和區南山路,2房,25.0,3F/5F,24999,,中和派出所站 56公尺,仲介:黃先生,591_20280916.png,3,"25°0'1""N 121°30'11""E",2026-01-06,25.00027777777778,121.50305555555556
20283156,🌿全新裝潢🌿3房2廳🌿一層一戶🌿可租補🌿前後大陽台,中和區秀朗路三段10巷,3房,30.0,2F/4F,43900,,自立路站 74公尺,代理人:陳小姐,591_20283156.png,3,"24°59'47""N 121°31'24""E",2026-01-06,24.99638888888889,121.52333333333333
20289409,中和站3房2廳2衛頂加整層出租,中和區景平路736巷,3房,28.0,5F/5F,29000,,,代理人:林先生,591_20289409.png,3,"0°0'0""N 0°0'0""E",2026-01-06,,
