案件編號,標題,地址,房型,坪數,樓層,租金,押金,捷運站,聯絡人,截圖檔名,頁碼,座標,執行日期,緯度,經度
20399384,【社會住宅】稀有釋出❤️中和永和路靜巷❤️寬敞三房＋前後陽台,中和區永和路128巷,3房,27.04,4F/5F,30000,,中和站 515公尺,仲介:吳先生,591_20399384.png,11,"25°0'24""N 121°29'49""E",2026-01-06,25.006666666666668,121.49694444444445
20424876,社會住宅-中和連城路公寓3房,中和區連城路265巷,3房,23.77,2F/5F,24000,,錦和路口站 126公尺,仲介:陳先生,591_20424876.png,11,"24°59'43""N 121°29'30""E",2026-01-06,24.99527777777778,121.49166666666667
20444888,可租補🌈免服務費🌈中和近捷運公寓3房,中和區中和路217巷,3房,30.39,4F/4F,25000,兩個月,南山高中站 142公尺,仲介:蔡小姐,591_20444888.png,11,"25°0'4""N 121°30'20""E",2026-01-06,25.00111111111111,121.50555555555556
20365666,重慶國小.國中&自強國小.不可寵物,中和區華福街84巷,3房,30.0,1F/4F,20000,2個月,華福市場[新巴士]站 77公尺,屋主:梁先生,591_20365666.png,11,"24°59'47""N 121°28'3""E",2026-01-06,24.99638888888889,121.4675
20449716,中和站❤可租補採光兩房❤低樓層機能佳,中和區莊敬路49巷,2房,18.0,3F/5F,25000,,莊敬路站 51公尺,仲介:曾小姐,591_20449716.png,11,"25°0'23""N 121°30'8""E",2026-01-06,25.00638888888889,121.50222222222222
20449714,捷運秀朗橋❤️可小寵採光3房2衛❤️可租屋補助,中和區秀朗路三段128巷,3房,40.46,4F/4F,28000,,秀朗橋站 374公尺,仲介:曾小姐,591_20449714.png,11,"24°59'34""N 121°31'21""E",2026-01-06,24.99277777777778,121.5225
20410780,秀朗站❤️可租補可寵四房兩衛❤️另有平面車位,中和區秀朗路三段128巷,4房,28.98,3F/4F,30000,,秀朗橋站 301公尺,仲介:曾小姐,591_20410780.png,11,"24°59'35""N 121°31'29""E",2026-01-06,24.993055555555557,121.52472222222222
20435258,近中和捷運站，大潤發，家樂福，COSCO,中和區中山路二段312巷,2房,21.0,6F/6F,16000,,中和站 199公尺,屋主:龔女士,591_20435258.png,11,"25°0'14""N 121°29'43""E",2026-01-06,25.003888888888888,121.49527777777777
20325561,近中和捷運站、大潤發、家樂褔、長短期皆可,中和區中山路二段312巷,3房,28.0,5F/6F,22000,,中和站 199公尺,屋主:龔女士,591_20325561.png,11,"25°0'14""N 121°29'43""E",2026-01-06,25.003888888888888,121.49527777777777
20400659,兩房一聽百萬裝潢，獨立陽台，近中和捷運站,中和區景平路545巷1號,2房,18.0,6F/6F,20500,,中和站 420公尺,屋主:黃先生,591_20400659.png,11,"24°59'57""N 121°29'54""E",2026-01-06,24.999166666666667,121.49833333333333
20440651,雙捷運近景新國小3樓免仲介費,中和區景新街485巷,3房,30.0,3F/4F,26000,,三介廟站 69公尺,仲介:林小姐,591_20440651.png,11,"24°59'15""N 121°30'50""E",2026-01-06,24.9875,121.51388888888889
20448618,中和廣福路上2樓,中和區廣福路,2房,15.0,2F/4F,17000,,,仲介:王先生,591_20448618.png,11,"0°0'0""N 0°0'0""E",2026-01-06,,
20288569,景安捷運站步行3-5分鐘，3+1房優質住家,中和區景平路385巷,4房,32.0,3F/4F,26000,,,代理人:廖先生,591_20288569.png,11,"0°0'0""N 0°0'0""E",2026-01-06,,
20348811,含水費網路🚴近永安四號公園可租補3房🚴誠意可談,中和區宜安路92巷,3房,23.0,,28000,,安平路站 91公尺,仲介:蔣先生,591_20348811.png,11,"24°59'54""N 121°30'41""E",2026-01-06,24.998333333333335,121.51138888888889
20327908,採大空間光四房兩廳☀️可租補入籍☀️中和站,中和區連城路23巷,4房,30.21,2F/4F,34000,,,仲介:杜小姐,591_20327908.png,11,"0°0'0""N 0°0'0""E",2026-01-06,,
20327894,景平站☀️家庭式兩房一廳合租首選☀️台水電計費,中和區大仁街10巷,2房,20.0,3F/5F,18000,,,仲介:杜小姐,591_20327894.png,11,"0°0'0""N 0°0'0""E",2026-01-06,,
20366117,可租補☀️垃圾代收☀️採光一房一廳獨立洗衣機有飲水機,中和區景安路79巷,1房,8.0,4F/4F,15000,,景安站 325公尺,仲介:杜小姐,591_20366117.png,11,"24°59'46""N 121°30'25""E",2026-01-06,24.996111111111112,121.50694444444444
20296309,漂亮2房頂樓加蓋,中和區員山路,2房,18.0,,14000,,,仲介:羊咩小姐,591_20296309.png,11,"0°0'0""N 0°0'0""E",2026-01-06,,
20424122,【可租補】秀朗橋捷運站超值三房🥇林靜,中和區景平路,3房,30.89,4F/5F,21000,,秀朗橋站 192公尺,仲介:林小姐,591_20424122.png,11,"24°59'30""N 121°31'34""E",2026-01-06,24.991666666666667,121.5261111111111
20348864,環球百貨三房家具家電全-社區管理,中和區中山路三段63巷13號,3房,25.0,3F/5F,26800,,板橋監理站 243公尺,仲介:林小姐,591_20348864.png,11,"25°0'13""N 121°28'36""E",2026-01-06,25.003611111111113,121.47666666666667
20360517,連城路最強機能公寓三房,中和區連城路,3房,26.0,3F/5F,30000,,瓏山林台北中和飯店站 151公尺,代理人:鄭先生,591_20360517.png,11,"24°59'46""N 121°29'11""E",2026-01-06,24.996111111111112,121.4863888888889
20446132,大管家房屋/南勢角/前後露臺使用,中和區景新街,1房,10.0,4F/4F,16500,,南勢角站 124公尺,仲介:莊先生,591_20446132.png,11,"24°59'30""N 121°30'41""E",2026-01-06,24.991666666666667,121.51138888888889
