案件編號,標題,地址,房型,坪數,樓層,租金,押金,捷運站,聯絡人,截圖檔名,頁碼,座標,執行日期,緯度,經度
20408149,★中和國小附近3房★免收服務費★可租金補助★,中和區泰和街,3房,29.88,5F/5F,25900,,中和站 423公尺,仲介:林先生,591_20408149.png,6,"25°0'1""N 121°29'57""E",2026-01-06,25.00027777777778,121.49916666666667
20456230,也太方便了吧，南勢角捷運站就在旁邊,中和區興南路一段56巷,3房,22.12,4F/5F,26000,,南勢角站 86公尺,仲介:翁先生,591_20456230.png,6,"24°59'29""N 121°30'41""E",2026-01-06,24.99138888888889,121.51138888888889
20433552,🏠中和區｜鄰近興南夜市公寓二房出租,中和區景新街295巷,2房,18.0,5F/5F,24888,,南勢角站 411公尺,仲介:林小姐,591_20433552.png,6,"24°59'37""N 121°30'39""E",2026-01-06,24.99361111111111,121.51083333333334
20424754,竣羽★➲秒殺超寬金店面~店住辦~特價4.4萬竣羽幫您租好房,中和區大仁街20巷,4房,33.0,1F/5F,44000,,景平路景德街口站 93公尺,仲介:蔡竣羽,591_20424754.png,6,"24°59'34""N 121°31'10""E",2026-01-06,24.99277777777778,121.51944444444445
20390145,錦和~超便宜2樓~房東便宜租~找竣羽快速成交,中和區連城路347巷,1房,21.56,2F/4F,20000,,中和國民運動中心站 49公尺,仲介:蔡竣羽,591_20390145.png,6,"24°59'40""N 121°29'18""E",2026-01-06,24.994444444444447,121.48833333333333
20390130,竣羽★➲秒殺超寬金店面~店住辦~特價4.4萬竣羽幫您租好房,中和區大仁街20巷,4房,33.0,1F/5F,44000,,,仲介:蔡竣羽,591_20390130.png,6,"0°0'0""N 0°0'0""E",2026-01-06,,
20368210,亞東醫院，可租補2房，台水電，可寵物，有廚房陽台,中和區華福街,2房,22.42,3F/4F,32000,,,仲介:蕭先生,591_20368210.png,6,"0°0'0""N 0°0'0""E",2026-01-06,,
20455914,可租屋補助●中和環球商圈●空屋●前後陽台●,中和區民享街114巷21號,2房,33.28,3F/5F,24000,,自強國小(莒光路)站 163公尺,仲介:陳先生,591_20455914.png,6,"24°59'58""N 121°28'25""E",2026-01-06,24.999444444444446,121.47361111111111
20381313,🔥免爬高機車位住家1樓+雙捷運景平站/秀朗橋站,中和區大智街,3房,21.48,1F/5F,32000,,景平站 326公尺,仲介:陳小姐,591_20381313.png,6,"24°59'31""N 121°31'11""E",2026-01-06,24.991944444444446,121.51972222222223
20436863,中和站可寵可租補獨立洗衣機低樓層大二房,中和區中山路二段,2房,15.0,2F/5F,21000,,南山高中(中山路)站 42公尺,仲介:施先生,591_20436863.png,6,"25°0'12""N 121°30'7""E",2026-01-06,25.003333333333334,121.50194444444445
20455485,鄰近中和景平站大三房｜免服務費｜可申請租補入籍｜可養貓小型犬,中和區大勇街60巷,3房,20.0,4F/4F,25500,,秀山站 119公尺,代理人:莊先生,591_20455485.png,6,"24°59'41""N 121°31'8""E",2026-01-06,24.994722222222222,121.51888888888888
20455447,中和國光街裝潢兩房｜生活便利×通勤快,中和區國光街,2房,15.9,4F/5F,22000,,福德里站 166公尺,仲介:莊先生,591_20455447.png,6,"25°0'4""N 121°27'57""E",2026-01-06,25.00111111111111,121.46583333333334
20434094,稀有一樓孝親房可寵可補助,中和區忠孝街11巷,2房,30.0,1F/4F,28000,,臺科大華夏校區站 85公尺,代理人:林小姐,591_20434094.png,6,"24°59'1""N 121°30'34""E",2026-01-06,24.983611111111113,121.50944444444444
20420919,雙和醫院♥️一房一廳♥️低樓層,中和區圓通路242巷,1房,12.0,,12000,兩個月,力行里站 75公尺,仲介:租屋專員,591_20420919.png,6,"24°59'37""N 121°29'46""E",2026-01-06,24.99361111111111,121.4961111111111
20435905,捷運景安站、家庭首選、台水台電、機能好、可貓、可租補,中和區圓通路141巷,3房,24.28,5F/5F,28000,兩個月,景安站 549公尺,仲介:專員劉先生,591_20435905.png,6,"24°59'46""N 121°30'1""E",2026-01-06,24.996111111111112,121.50027777777778
20420852,捷運秀朗橋站、家庭首選、低樓層、台水台電、天然瓦斯、可租補,中和區秀朗路三段128巷,4房,28.98,3F/4F,30000,兩個月,秀朗橋站 301公尺,仲介:租管劉先生,591_20420852.png,6,"24°59'35""N 121°31'29""E",2026-01-06,24.993055555555557,121.52472222222222
20351244,捷運秀朗橋♥️秀山國小♥️可寵3房2衛/租補,中和區秀朗路三段128巷,3房,40.46,4F/4F,28000,兩個月,秀朗橋站 374公尺,仲介:租管劉先生,591_20351244.png,6,"24°59'34""N 121°31'21""E",2026-01-06,24.99277777777778,121.5225
20315412,捷運中和/近大潤發/精美兩房/採光好,中和區莊敬路49巷,2房,18.0,3F/5F,25000,兩個月,,仲介:租屋專員,591_20315412.png,6,"0°0'0""N 0°0'0""E",2026-01-06,,
20371095,MRT南勢角.靜巷.大空間,中和區興南路二段54巷,3房,26.98,5F/5F,26800,,,仲介:葉小姐,591_20371095.png,6,"0°0'0""N 0°0'0""E",2026-01-06,,
20380368,中和區5房使用空間大★員工宿舍首選★可穩定長租優先,中和區中山路二段2巷,5房,54.0,5F/5F,20000,,保順里[新巴士]站 84公尺,仲介:李先生,591_20380368.png,6,"25°0'26""N 121°30'5""E",2026-01-06,25.00722222222222,121.50138888888888
