案件編號,標題,地址,房型,坡數,樓層,租金,押金,捷運站,聯絡人,截圖檔名,頁碼,座標,執行日期,年週
20537785,公園公車學區電梯3房2衛免搶廁所大陽台間間有窗,中和區秀朗路三段70巷9號,3房,30,6F/7F,28000,,民本里二[新巴士]站 56公尺,仲介:黃小姐,591_20537785.png,1,"24°59'44""N 121°31'36""E",2026-01-18,2603
20537843,超近捷運電梯4房社區管理好2個大陽台大廚房,中和區中正路21號,4房,36,3F/22F,30000,,景安站 193公尺,仲介:黃小姐,591_20537843.png,1,"24°59'36""N 121°30'10""E",2026-01-18,2603
20446396,🚇南勢角站☀️精緻2+1房,中和區景新街,3房,26.17,9F/36F,33900,,南勢角站 203公尺,仲介:羅先生,591_20446396.png,1,"24°59'26""N 121°30'40""E",2026-01-18,2603
20456029,【小巢】可租補&入籍▍雙和湯泉全新美裝潢3房▍📞阿芙,中和區員山路,3房,30.71,5F/7F,30000,,灰磘[新巴士]站 169公尺,仲介:牟小姐,591_20456029.png,1,"24°59'7""N 121°29'6""E",2026-01-18,2603
20366925,雙和湯泉景觀三房,中和區員山路,3房,34.65,4F/7F,36800,,,仲介:趙女士,591_20366925.png,1,"0°0'0""N 0°0'0""E",2026-01-18,2603
20396164,沃盛睿達🏠景安站/全新裝潢/高樓層/雙衛浴2+1/電梯大樓,中和區景平路,2房,27,,30000,,,仲介:袁先生,591_20396164.png,1,"0°0'0""N 0°0'0""E",2026-01-18,2603
20495823,中和太陽帝國｜高樓景觀兩房出租34樓高樓層・採光極佳,中和區景新街,2房,14.24,34F/36F,35000,,景平站 368公尺,仲介:張女士,591_20495823.png,1,"24°59'31""N 121°30'46""E",2026-01-18,2603
20537974,捷運永安市場1分【景觀2房2衛】貓洽垃圾代收@管理員,中和區中和路,2房,34,9F/23F,33999,,永安市場站 152公尺,仲介:黃先生,591_20537974.png,1,"25°0'12""N 121°30'43""E",2026-01-18,2603
20527711,中坑公園【優質3房2廳】補助洽★可養貓★警衛管理,中和區員山路,3房,27,7F/7F,30000,,灰磘[新巴士]站 76公尺,仲介:張先生,591_20527711.png,1,"24°59'4""N 121°29'3""E",2026-01-18,2603
20539672,稀有釋出🌟中和建康電梯2房🌟,中和區建康路,2房,14,6F/9F,26000,,平河里站 138公尺,仲介:蕭先生,591_20539672.png,1,"24°59'60""N 121°29'11""E",2026-01-18,2603
20437480,永安、四號公園電梯3房、車位另租,中和區宜安路,3房,37.31,9F/12F,38000,,宜安吉立站 79公尺,仲介:陳小姐,591_20437480.png,1,"24°59'44""N 121°30'43""E",2026-01-18,2603
20428034,雙公園/屋況新/機能優/雙捷運/採光通風佳,中和區景新街,3房,35,10F/14F,31300,,南勢角站 610公尺,屋主:胡先生,591_20428034.png,1,"24°59'13""N 121°30'50""E",2026-01-18,2603
20488733,🏆聯勝小卓🏠免仲可入籍租補✅全新屋況✅採光通風佳✅雙衛浴,中和區連城路,3房,32.24,4F/14F,35000,,中和站 491公尺,仲介:黎先生,591_20488733.png,1,"24°59'52""N 121°29'41""E",2026-01-18,2603
20497861,中和核心｜近捷運｜３房1廳2衛1廚1陽台,中和區中山路二段228號,３房,22,15F/19F,28500,,中和站 299公尺,代理人:邱先生,591_20497861.png,1,"25°0'10""N 121°29'56""E",2026-01-18,2603
20400494,景平捷運站3房華廈、含管理費,中和區景新街,3房,34.19,6F/7F,32000,,景安站 413公尺,屋主:陳小姐,591_20400494.png,1,"24°59'38""N 121°30'32""E",2026-01-18,2603
20505172,🚇景安💰可租補、報稅🚗可另租車位🍎雙陽台❤️電梯3房,中和區中正路,3房,23,22F/26F,28000,,力行里站 46公尺,仲介:張先生,591_20505172.png,1,"24°59'34""N 121°29'41""E",2026-01-18,2603
20517994,❤️景安站｜可租補報稅｜垃圾代收｜雙陽台晾衣｜可炊,中和區中正路,3房,23,22F/26F,28000,,力行里站 53公尺,仲介:值班小姐,591_20517994.png,1,"24°59'34""N 121°29'41""E",2026-01-18,2603
20540001,中和最優質宏璽社區小家庭最適低樓層居住安心/可開火精緻好房,中和區景平路431巷,3房,29.64,2F/17F,29500,,景安站 507公尺,屋主:林小姐,591_20540001.png,1,"24°59'42""N 121°29'60""E",2026-01-18,2603
20519315,🏠社會住宅🏠全新落成青喆SOHO高樓層兩房,中和區水源路34巷16號,2房,24.79,10F/13F,28000,,南山高中(中山路)站 185公尺,仲介:何先生,591_20519315.png,1,"25°0'8""N 121°30'14""E",2026-01-18,2603
20382216,嘉穗公園【優質3房2衛】補助洽★可養寵★有電梯,中和區民利街,3房,33,7F/13F,34000,,民安街[新巴士]站 154公尺,仲介:鄭先生,591_20382216.png,10,"24°59'55""N 121°28'45""E",2026-01-18,2603
20498809,近捷運秀朗橋【超值3房2衛】補助洽★有電梯★獨洗衣機,中和區秀朗路三段,3房,29,6F/7F,27999,,秀朗橋站 477公尺,仲介:薛先生,591_20498809.png,10,"24°59'40""N 121°31'35""E",2026-01-18,2603
20484969,近捷運中和【電梯3房2衛】可補助★可入籍★房皆有窗,中和區連城路,3房,27,4F/14F,36000,,中和站 491公尺,仲介:鄭先生,591_20484969.png,10,"24°59'52""N 121°29'41""E",2026-01-18,2603
20508906,近捷運中原站【電梯3房2衛】可補助★有車位★警衛管理,中和區中原三街,3房,23,7F/24F,44999,,中原站 533公尺,仲介:鄭先生,591_20508906.png,10,"25°0'39""N 121°29'20""E",2026-01-18,2603
20434828,免服務費/可租補/貓咪友善/近中和捷運站/樂華夜市/高齡友善,中和區景新街,2房,25,5F/11F,28000,,中和派出所站 27公尺,仲介:吳先生,591_20434828.png,10,"24°59'58""N 121°30'11""E",2026-01-18,2603
20519083,近中正路電梯大樓，四房兩廳空間大，天然瓦斯，更換全新變頻冷氣,中和區建康路61號,4房,54,6F/9F,37000,,橋和站 415公尺,代理人:吳小姐,591_20519083.png,10,"25°0'6""N 121°29'17""E",2026-01-18,2603
20339931,一層一戶車位,中和區員山路,3房,59.52,6F/14F,75000,,員山站 141公尺,仲介:韻琪,591_20339931.png,10,"25°0'9""N 121°28'50""E",2026-01-18,2603
20394614,玖原君喜◆捷運中和站◆兩房車◆採光佳◆可入籍◆可租補,中和區連城路,2房,22.44,11F/15F,30000,,中和站 310公尺,仲介:謝小姐(免收仲介費),591_20394614.png,10,"25°0'10""N 121°29'56""E",2026-01-18,2603
20419585,玖原君喜◆可租補◆捷運中和站◆南山國中◆採光佳◆廁所對外窗,中和區連城路,2房,19.42,8F/15F,26000,,中和站 333公尺,仲介:謝小姐(免收仲介費),591_20419585.png,10,"25°0'11""N 121°29'57""E",2026-01-18,2603
20155547,玖原君喜◆捷運中和站◆南山國中◆採光佳◆有車位◆可租補,中和區連城路,2房,22.44,8F/15F,29999,,中和站 310公尺,仲介:謝小姐(免收仲介費),591_20155547.png,10,"25°0'10""N 121°29'56""E",2026-01-18,2603
20526627,〈獨立門牌〉景平站/新裝潢1房,中和區景平路268號,1房,15.22,9F/34F,20000,,景平站 162公尺,仲介:林先生,591_20526627.png,10,"24°59'33""N 121°30'54""E",2026-01-18,2603
20414897,🔥【南勢角站】電梯3房｜全新家俱｜24h管理｜高樓採光,中和區南山路,3房,26.5,14F/14F,39800,,安邦街口[新巴士]站 32公尺,仲介:陳先生,591_20414897.png,10,"24°59'43""N 121°29'53""E",2026-01-18,2603
20524594,秀朗橋站電梯三房兩廳☀️可貓咪☀️秀山國小管理員垃圾代收,中和區秀朗路三段70巷,3房,32.14,6F/7F,27999,,民本里二[新巴士]站 49公尺,仲介:杜小姐,591_20524594.png,10,"24°59'44""N 121°31'38""E",2026-01-18,2603
20435089,🚉南勢角🚉景平捷運丨💯中和指標建築大2房💯,中和區景新街,2房,32.23,24F/36F,36000,,景平站 635公尺,仲介:外商租屋徐先生,591_20435089.png,10,"24°59'12""N 121°30'52""E",2026-01-18,2603
20524014,【樸和團隊】青年市💛一房一廳一衛一陽台💛可租補,中和區橋和路,1房,18.1,2F/14F,23000,,橋和站 363公尺,仲介:黃為,591_20524014.png,10,"25°0'20""N 121°29'38""E",2026-01-18,2603
20426283,屋主自租~捷運3分鐘拎包入住鋼骨制震溫馨三房新屋[短租可],中和區景新街,3房,33.2,7F/36F,43000,,景平站 368公尺,代理人:Sara,591_20426283.png,10,"24°59'31""N 121°30'46""E",2026-01-18,2603
20486116,可租補入籍18坪電梯包裹代收兩房一廳一陽台免追垃圾車,中和區中正路,2房,18,4F/14F,27000,,錦和路站 59公尺,仲介:李小姐,591_20486116.png,10,"24°59'42""N 121°29'27""E",2026-01-18,2603
20486177,租補入籍免追垃圾車6分鐘至景安大兩房,中和區中正路,2房,18,4F/14F,27000,,錦和路站 59公尺,仲介:李小姐,591_20486177.png,10,"24°59'42""N 121°29'27""E",2026-01-18,2603
20522300,社宅免服務費!【全新交屋】漂亮2房｜近中和站・永安市場站,中和區水源路34巷,2房,16.45,10F/13F,28000,,南山高中(中山路)站 185公尺,仲介:何小姐,591_20522300.png,10,"25°0'8""N 121°30'14""E",2026-01-18,2603
20409878,✨近雙捷運站商圈佳全新精裝電梯可貓含管2房✨中信達達,中和區景平路,2房,15.6,2F/12F,26000,2個月,秀朗橋站 414公尺,仲介:徐先生,591_20409878.png,10,"24°59'30""N 121°31'16""E",2026-01-18,2603
20521863,【中信慈芳】富貴賞｜方正精美｜電梯兩房,中和區中正路,2房,22.44,9F/15F,28000,,中原站 461公尺,仲介:張小姐,591_20521863.png,10,"25°0'37""N 121°28'48""E",2026-01-18,2603
20505178,社會住宅/2+1房/捷運8M/可租補入籍/免服務費,中和區景平路,3房,28.75,12F/12F,28500,,景平站 334公尺,仲介:洪嘟嘟小姐,591_20505178.png,10,"24°59'28""N 121°31'10""E",2026-01-18,2603
20518065,景安鄉村風美二房🌈另有坡車可租🌈太平洋亦涵,中和區中正路,2房,22.68,15F/21F,30000,,景安站 433公尺,仲介:許亦涵,591_20518065.png,10,"24°59'38""N 121°30'2""E",2026-01-18,2603
20008884,易居社會住宅✨一層一戶採光房美寓｜寵可討論｜可租補,中和區華順街,2房,28.75,4F/7F,25000,,壽德新村站 62公尺,仲介:葉小姐,591_20008884.png,10,"24°59'49""N 121°27'53""E",2026-01-18,2603
20021510,易居社宅✨稀有樓中樓三房出租｜高樓視野佳｜近景平捷運,中和區景平路,3房,26.45,14F/25F,24400,,景平站 301公尺,仲介:許小姐,591_20021510.png,10,"24°59'34""N 121°30'49""E",2026-01-18,2603
20490372,比漾旁電梯24小時管理/可租補/稀有大採光,中和區中山路二段,1房,10,12F/13F,21000,,中山路口站 424公尺,仲介:湯小姐,591_20490372.png,10,"25°0'21""N 121°30'20""E",2026-01-18,2603
20490394,比漾旁電梯24小時管理~大採光~可貓~一卡皮箱入住美兩房,中和區中山路二段,1房,10,12F/13F,21000,,中山路口站 424公尺,仲介:湯小姐,591_20490394.png,10,"25°0'21""N 121°30'20""E",2026-01-18,2603
20490729,比漾旁電梯24小時管理/可租補/稀有大採光,中和區中山路二段,1房,10,12F/13F,21000,,中山路口站 424公尺,仲介:湯小姐,591_20490729.png,10,"25°0'21""N 121°30'20""E",2026-01-18,2603
20473707,近中和環球購物中心，適合小家庭。捷年高昇社區電梯三樓出租,中和區台新街,2房,20,3F/13F,25000,,中原站 489公尺,屋主:陳先生,591_20473707.png,10,"25°0'21""N 121°28'48""E",2026-01-18,2603
20449614,專營」利舟荷悅」錦和捷運電梯2房」歡迎委託租售,中和區連城路,2房,22.37,7F/15F,29000,,台貿一村站 87公尺,仲介:游先生,591_20449614.png,10,"24°59'45""N 121°29'31""E",2026-01-18,2603
20011928,好宅【社宅可租補】近環球寧靜三房,中和區台新街,3房,12.66,3F/13F,28000,,積穗(中山路)站 150公尺,仲介:黃先生,591_20011928.png,11,"25°0'15""N 121°28'42""E",2026-01-18,2603
20509291,🏢中和左岸區|舒適宜居高質感二房出租,中和區中原三街,2房,17.78,8F/23F,37000,,中原站 575公尺,仲介:林小姐,591_20509291.png,11,"25°0'40""N 121°29'21""E",2026-01-18,2603
20508606,租❤️太陽帝國❤️高樓景觀大2房,中和區景新街,2房,29.71,21F/36F,32000,,南勢角站 203公尺,仲介:陳小姐,591_20508606.png,11,"24°59'26""N 121°30'40""E",2026-01-18,2603
20508557,租❤️萬事達❤️高樓景觀3房2廳雙衛⭐平面車位⭐機車位,中和區大勇街78號,3房,41.25,14F/15F,42000,,,仲介:陳小姐,591_20508557.png,11,"0°0'0""N 0°0'0""E",2026-01-18,2603
20507464,元氣大鎮2房精美裝潢便利生活,中和區中山路三段,2房,18,7F/19F,28500,,積穗(中山路)站 40公尺,屋主:張先生,591_20507464.png,11,"25°0'22""N 121°28'42""E",2026-01-18,2603
20506888,力霸山河~秀朗橋捷運站2房~住商陳柏年,中和區成功路,2房,19.6,18F/33F,35000,,秀朗橋站 248公尺,仲介:陳先生,591_20506888.png,11,"24°59'30""N 121°31'37""E",2026-01-18,2603
20506501,敦信社宅☀全新裝潢2+1房日立變頻冷暖空調☀免仲可補助,中和區員山路,3房,30.7,5F/7F,30000,,灰磘[新巴士]站 169公尺,仲介:吳小姐,591_20506501.png,11,"24°59'7""N 121°29'6""E",2026-01-18,2603
20504805,捷運中和站便利電梯三房~可入戶籍、租補,中和區連城路,3房,32,4F/14F,36000,,中和站 468公尺,仲介:徐先生,591_20504805.png,11,"24°59'53""N 121°29'42""E",2026-01-18,2603
20437565,💫中和漢皇欽禾3房+坡車☎0972599038💫,中和區中正路839巷,3房,17.42,3F/25F,35000,,民樂郵局[新巴士]站 60公尺,仲介:黃小姐,591_20437565.png,11,"25°0'6""N 121°28'58""E",2026-01-18,2603
20453531,中和景安華廈,中和區圓通路,4房,42.69,3F/7F,37000,,景安站 564公尺,仲介:吳小姐,591_20453531.png,11,"24°59'50""N 121°30'2""E",2026-01-18,2603
20501463,【樸和】好站🍀南勢角站對面🍀可租補🍀挑高通風採光佳,中和區和平街,,10.32,10F/12F,25000,,南勢角站 255公尺,仲介:徐先生,591_20501463.png,11,"24°59'25""N 121°30'24""E",2026-01-18,2603
20407842,社宅免服務費!中和明亮兩房!可養貓!,中和區景新街5號,2房,25.88,5F/11F,28000,,中和派出所站 91公尺,仲介:何小姐,591_20407842.png,11,"25°0'1""N 121°30'14""E",2026-01-18,2603
20471071,社宅免服務費!🌿森之郡｜景安捷運｜優質三房附家電,中和區圓通路299巷,3房,45.47,10F/13F,35000,,雙和醫院(圓通路)站 82公尺,仲介:何小姐,591_20471071.png,11,"24°59'27""N 121°29'41""E",2026-01-18,2603
20499108,🔥四季紐約邊間採光｜飯店式管理🔥太平洋_柏亦,中和區中山路三段136巷,,16.79,14F/15F,22000,,環球購物中心站 71公尺,仲介:林先生,591_20499108.png,11,"25°0'22""N 121°28'22""E",2026-01-18,2603
20498697,中和❣️租補報稅入籍~代收垃圾包裹採光佳衛浴新捷運機能~,中和區連城路,3房,28.86,4F/14F,36000,,中和站 468公尺,仲介:洪小姐,591_20498697.png,11,"24°59'53""N 121°29'42""E",2026-01-18,2603
20408040,第一手拎包入住/雙和湯泉/可租補/寵好談/清幽三房/免服務費,中和區員山路,3房,19.94,4F/7F,30000,"2 個月（NT$ 60,000）",,仲介:許先生,591_20408040.png,11,"0°0'0""N 0°0'0""E",2026-01-18,2603
20494681,近捷運永安市場站走路7分鐘【3房2廳】生活機能好,近捷運永安市場站走路7分鐘【3房2廳】生活機能好,3房,28,5F/15F,36000,,景安站 499公尺,屋主:陳女士,591_20494681.png,11,"24°59'52""N 121°30'25""E",2026-01-18,2603
20489266,中和捷運《電梯三房》前後陽台,中和區連城路148號,3房,28,4F/14F,36000,,中和站 468公尺,仲介:余小姐,591_20489266.png,11,"24°59'53""N 121°29'42""E",2026-01-18,2603
20485158,景安路💛親民價格/3房2廳2衛三面採光獨立電梯一層一戶,中和區景安路,3房,63,8F/8F,48800,,景安站 513公尺,仲介:張先生,591_20485158.png,11,"24°59'53""N 121°30'25""E",2026-01-18,2603
20483818,太陽帝國高樓美景二改一,中和區景新街,1房,19.24,35F/36F,29000,,景平站 360公尺,代理人:李小姐,591_20483818.png,11,"24°59'30""N 121°30'46""E",2026-01-18,2603
20478490,捷運中和站~捷仕堡景觀宅,中和區中山路二段228號,3房,30,10F/19F,33000,,中和站 214公尺,仲介:王先生,591_20478490.png,11,"25°0'8""N 121°29'53""E",2026-01-18,2603
20418048,戶數單純可養貓✨中山高尚✨交通便利３年新大樓,中和區中山路二段,2房,10.11,4F/12F,28000,,中原站 297公尺,代理人:范小姐,591_20418048.png,11,"25°0'22""N 121°28'58""E",2026-01-18,2603
20481954,社會住宅✨翊盛大地美景高樓大空間✨可租補✨免仲介費,中和區秀朗路三段,3房,41.88,8F/14F,30000,"2個月 管理費：2,094元/月",劉厝站 127公尺,仲介:黃先生,591_20481954.png,11,"24°59'46""N 121°31'31""E",2026-01-18,2603
20481854,夏威夷三房車位,中和區南山路,3房,35.4,9F/14F,48500,,捷運景安站 253公尺,仲介:蔡先生,591_20481854.png,11,"24°59'27""N 121°30'21""E",2026-01-18,2603
20447620,家具齊全💖2房-人氣社區💖超美裝潢,中和區員山路22號,2房,23.7,7F/7F,25000,,灰磘[新巴士]站 169公尺,屋主:孫先生,591_20447620.png,11,"24°59'7""N 121°29'6""E",2026-01-18,2603
20481174,社會住宅🏠-免仲介費-可寵雙衛浴天然瓦斯裝潢大三房,中和區秀朗路三段,3房,29.18,5F/23F,32000,,秀朗橋站 149公尺,仲介:曾先生,591_20481174.png,11,"24°59'24""N 121°31'25""E",2026-01-18,2603
20427481,🌆力霸山河｜18樓高空河景宅｜101煙火景色｜超美社區,中和區成功路,2房,18,18F/33F,35000,,秀朗橋站 248公尺,仲介:單先生,591_20427481.png,11,"24°59'30""N 121°31'37""E",2026-01-18,2603
20431982,[可租補]中和景安站電梯3房~車位可另租,中和區中興街208號,3房,41.34,15F/15F,31000,,捷運景安站 575公尺,仲介:王先生,591_20431982.png,11,"24°59'24""N 121°29'60""E",2026-01-18,2603
20417418,<合宜皇冠>高樓邊間電梯二房,中和區圓通路,2房,22,12F/12F,25000,,力行社區站 16公尺,仲介:吳建緯,591_20417418.png,11,"24°59'40""N 121°29'48""E",2026-01-18,2603
20473743,壽德新村高樓三房~社宅仲介勿擾,中和區華順街,3房,44.77,14F/14F,31800,,五權街口站 90公尺,代理人:黎先生,591_20473743.png,11,"24°59'42""N 121°27'51""E",2026-01-18,2603
20471224,玖原君喜。捷運中和站雙捷運。高樓採光佳。有車位。「房仲勿擾］,中和區連城路,2房,22.44,11F/15F,30000,,中和站 310公尺,屋主:沈小姐,591_20471224.png,12,"25°0'10""N 121°29'56""E",2026-01-18,2603
20471035,✨戶籍&補助🌈採光龍騰💠溫馨小資兩房🌈含管&水&網路✨,中和區中正路,2房,18,4F/14F,27000,,中和國民運動中心站 16公尺,仲介:陳先生,591_20471035.png,12,"24°59'39""N 121°29'19""E",2026-01-18,2603
20467346,🏡中和左岸CASA｜兩房採光宅✨質感裝潢✨,中和區中原三街,2房,17.78,8F/23F,37000,,中原站 575公尺,仲介:郭先生,591_20467346.png,12,"25°0'40""N 121°29'21""E",2026-01-18,2603
20467188,🌿森之郡・三房採光宅｜雙和醫院生活圈🌿拎包入住,中和區圓通路299巷,3房,24.41,10F/13F,35000,,雙和醫院站 84公尺,仲介:郭先生,591_20467188.png,12,"24°59'27""N 121°29'41""E",2026-01-18,2603
20467179,🌿【中和員山路・電梯新成屋】像藏在城市裡的小秘境🌼可貓,中和區員山路,2房,15.52,2F/7F,26000,,灰磘[新巴士]站 169公尺,仲介:郭先生,591_20467179.png,12,"24°59'7""N 121°29'6""E",2026-01-18,2603
20466652,屋主景安站電梯2+1房免爬梯租金優,中和區中興街172巷,3房,26.72,2F/7F,21000,,景安站 440公尺,屋主:陳先生,591_20466652.png,12,"24°59'39""N 121°30'2""E",2026-01-18,2603
20363129,中和民利街四房三衛浴有車位,中和區民利街,4房,43.56,,34000,,民安街[新巴士]站 202公尺,仲介:張先生,591_20363129.png,12,"24°59'53""N 121°28'41""E",2026-01-18,2603
20463755,景安捷運✅合宜皇冠方正2房✅安邦公園,中和區圓通路180號,2房,23,12F/12F,25000,,力行社區站 16公尺,仲介:李小姐,591_20463755.png,12,"24°59'40""N 121°29'48""E",2026-01-18,2603
20462365,可領補貼-中和近新店鬧區二房-宗修,中和區工專路112號,2房,21.84,13F/17F,26000,,臺科大華夏校區[新巴士]站 328公尺,仲介:石宗修,591_20462365.png,12,"24°58'48""N 121°30'34""E",2026-01-18,2603
20407504,南勢角捷運｜高樓邊間採光三房✨太陽帝國,中和區景新街,3房,18.75,19F/36F,35800,,景平站 368公尺,仲介:陳小姐,591_20407504.png,12,"24°59'31""N 121°30'46""E",2026-01-18,2603
20407903,降價！太陽帝國｜採光好漂亮三房✨近南勢角捷運站,中和區景新街,3房,18.75,19F/36F,35800,,景平站 368公尺,仲介:陳小姐,591_20407903.png,12,"24°59'31""N 121°30'46""E",2026-01-18,2603
20359224,南山中學旁漂亮大二房雙廳衛傢電全,中和區廣福路53巷,2房,31,4F/16F,28800,,中和派出所站 157公尺,仲介:吳小姐,591_20359224.png,12,"25°0'4""N 121°30'12""E",2026-01-18,2603
20428518,【樸和團隊】青年市㊣一房一廳一衛一陽台~可租補,中和區橋和路166號,1房,18.1,2F/14F,23000,,橋和站 363公尺,仲介:陳先生,591_20428518.png,12,"25°0'20""N 121°29'38""E",2026-01-18,2603
20452687,貓來富｜稅稅平安｜高個子福音來了挑高3米4喔,中和區中山路二段,1房,13.5,7F/12F,22500,,中和站 39公尺,仲介:林小姐,591_20452687.png,12,"25°0'8""N 121°29'43""E",2026-01-18,2603
20450448,中正路大三房(屋況佳)+車位(賣厝小真),中和區中正路488號,3房,33.84,7F/12F,36000,,中和國民運動中心站 60公尺,仲介:李小姐,591_20450448.png,12,"24°59'37""N 121°29'18""E",2026-01-18,2603
20449162,物業管理~麗寶水花園裝潢大三房！另有坡道車位,中和區民樂路,3房,45,6F/14F,36500,,民樂郵局[新巴士]站 10公尺,屋主:林小姐,591_20449162.png,12,"25°0'4""N 121°28'58""E",2026-01-18,2603
20356978,太陽帝國一咖皮箱即可入住三房,中和區景新街,3房,26.17,9F/36F,33900,,南勢角站 203公尺,仲介:周小姐,591_20356978.png,12,"24°59'26""N 121°30'40""E",2026-01-18,2603
20421995,[優質捷運宅〕,中和區景平路,3房,40,4F/12F,35000,,中和站 33公尺,屋主:陳女士,591_20421995.png,12,"25°0'9""N 121°29'46""E",2026-01-18,2603
20278250,生活機能佳社區環境優,中和區中興街181號,2房,26,6F/13F,27000,,捷運景安站 595公尺,屋主:黃先生,591_20278250.png,12,"24°59'27""N 121°29'57""E",2026-01-18,2603
20445338,中和站旁電梯大3房/社區可住or可辦/地點好,中和區中山路二段,3房,55.81,8F/12F,43000,,中和站 291公尺,仲介:謝榮晉,591_20445338.png,12,"25°0'12""N 121°29'55""E",2026-01-18,2603
20444954,🔥遠雄牡丹園歐式三房(車可另租)🏆️文怡,中和區中原東街,3房,50.86,11F/23F,65000,,中原東路站 118公尺,仲介:薛小姐,591_20444954.png,12,"25°3'19""N 121°27'48""E",2026-01-18,2603
20443104,南勢角精美兩房-達永沐夏(車位可另租),中和區工專路,2房,18.15,5F/17F,30000,,,仲介:游小姐,591_20443104.png,12,"0°0'0""N 0°0'0""E",2026-01-18,2603
20411518,貓貓說租屋進補稅稅平安｜24H管理｜家樂福COSTCO,中和區中山路二段,1房,14,7F/12F,22500,,中和站 39公尺,仲介:林小姐,591_20411518.png,12,"25°0'8""N 121°29'43""E",2026-01-18,2603
20437469,【樸和團隊】🍀近捷運站、圖書館🍀精美裝潢三房車位!可租補,中和區南山路,3房,19.76,5F/14F,43888,,南勢角站 360公尺,仲介:徐友崙,591_20437469.png,12,"24°59'15""N 121°30'25""E",2026-01-18,2603
20428379,【樸和團隊】青年市㊣一房一廳一衛一陽台~可租補,中和區橋和路166號,1房,18.1,2F/14F,23000,,橋和站 363公尺,仲介:陳先生,591_20428379.png,12,"25°0'20""N 121°29'38""E",2026-01-18,2603
20428503,【樸和團隊】景平站快易居稀有高樓景觀2+1房~可租補,中和區景平路,3房,30.5,19F/25F,33000,,景平站 181公尺,仲介:陳先生,591_20428503.png,12,"24°59'35""N 121°30'53""E",2026-01-18,2603
20358691,【樸和】中和秀朗路三段🌻華廈三房兩衛🌻雙橋間通勤便利,中和區秀朗路三段70巷,3房,32.14,6F/7F,29000,,民本里二[新巴士]站 41公尺,仲介:陳旻成,591_20358691.png,12,"24°59'44""N 121°31'38""E",2026-01-18,2603
20392492,🔥四房車位一次到位|中和站3分鐘|電梯社區|大家庭免妥協,中和區中山路二段,4房,48,9F/19F,56923,,,仲介:陳先生,591_20392492.png,12,"0°0'0""N 0°0'0""E",2026-01-18,2603
20388483,安邦公園高樓兩房,中和區圓通路,2房,24,12F/12F,25000,,力行社區站 16公尺,仲介:王小姐,591_20388483.png,12,"24°59'40""N 121°29'48""E",2026-01-18,2603
20515833,新景安捷運管理電梯大四房可報稅設籍,中和區景安路155號,4房,62.5,18F/28F,60800,兩個月,景安站 33公尺,屋主:段小姐,591_20515833.png,2,"24°59'37""N 121°30'16""E",2026-01-18,2603
