案件編號,標題,地址,房型,坪數,樓層,租金,押金,捷運站,聯絡人,截圖檔名,頁碼,座標,執行日期,緯度,經度
20336440,"中和環球購物~大空間2陽台,傢俱家電齊全",中和區民治街132巷,3房,35.0,5F/5F,28800,,民享里[新巴士]站 119公尺,代理人:黃太太,591_20336440.png,7,"25°0'8""N 121°28'30""E",2026-01-06,25.002222222222223,121.47500000000001
20377386,可租補✿台電✿華中橋✿捷運中和站✿樓下就有7-11,中和區景平路,2房,16.0,4F/5F,19333,,中和站 268公尺,仲介:麥先生,591_20377386.png,7,"25°0'17""N 121°29'47""E",2026-01-06,25.004722222222224,121.49638888888889
20403493,中和圓通書香學區近公園美寓,中和區圓通路393巷19弄4號,3房,26.0,4F/5F,20000,,中和站 97公尺,屋主:何女士,591_20403493.png,7,"24°59'22""N 121°29'25""E",2026-01-06,24.989444444444445,121.49027777777778
20352568,"租補~前後,陽台~採光佳,台水台電",中和區員山路150巷,2房,30.0,5F/5F,22800,,,代理人:黃太太,591_20352568.png,7,"0°0'0""N 0°0'0""E",2026-01-06,,
20433383,宜安路邊間美妝三房(家具家電可談~可租補),中和區宜安路,3房,31.0,4F/5F,31000,,潭墘站 121公尺,代理人:陳小姐,591_20433383.png,7,"24°59'54""N 121°30'47""E",2026-01-06,24.998333333333335,121.51305555555555
20296971,可租補♥︎台電♥︎民樂停車場♥︎遠東世紀♥︎,中和區新生街177巷,2房,20.0,4F/4F,20951,,平河里站 54公尺,屋主:賴先生,591_20296971.png,7,"25°0'3""N 121°29'4""E",2026-01-06,25.000833333333333,121.48444444444445
20228766,捷運永安市場站.明亮採光兩房一廳.可貓,中和區南工路2巷,2房,18.0,4F/4F,25888,,南山高中站 24公尺,代理人:曾小姐,591_20228766.png,7,"25°0'0""N 121°30'20""E",2026-01-06,25.0,121.50555555555556
20310641,圓通超大空間一樓~努力認真文心~未稅,中和區圓通路367巷13弄19號,2房,48.36,1F/5F,45000,,中和新村[新巴士]站 198公尺,仲介:林小姐,591_20310641.png,7,"24°59'19""N 121°29'33""E",2026-01-06,24.988611111111112,121.4925
20455030,近比漾廣場◆超值3房◆可入籍可寵★租補洽,中和區中山路二段2巷,3房,28.0,5F/5F,19999,,保順里[新巴士]站 84公尺,仲介:江先生,591_20455030.png,7,"25°0'26""N 121°30'5""E",2026-01-06,25.00722222222222,121.50138888888888
20453020,三樓公寓美宅可申請租補,中和區景平路493巷12弄12號,2房,22.7,3F/4F,22000,,中和區公所(景平路)站 51公尺,屋主:賴先生,591_20453020.png,7,"24°59'52""N 121°29'59""E",2026-01-06,24.997777777777777,121.49972222222222
20443682,近雙和醫院◆採光3房◆可租補入籍★雙陽台,中和區中正路211巷,3房,32.0,1F/5F,27999,,力行里站 115公尺,仲介:江先生,591_20443682.png,7,"24°59'33""N 121°29'48""E",2026-01-06,24.9925,121.49666666666667
20321871,(限男性)住家分租<出租2房1廳1衛+共用空間>,中和區員山路,2房,15.0,3F/5F,18000,,員山站 45公尺,屋主:郭先生,591_20321871.png,7,"25°0'12""N 121°28'51""E",2026-01-06,25.003333333333334,121.48083333333334
20297593,近中和高中⭐可租補💖採光優,中和區連城路432巷,3房,29.0,3F/5F,28000,,,仲介:呂小姐,591_20297593.png,7,"0°0'0""N 0°0'0""E",2026-01-06,,
20348079,社會住宅★南勢角捷運旁全新冷氣整理三房,中和區四維街37巷,3房,27.0,4F/5F,25500,,四維街站 18公尺,仲介:傅先生,591_20348079.png,7,"24°59'12""N 121°30'46""E",2026-01-06,24.986666666666668,121.51277777777777
20325604,景安❤️社區型公寓二樓/3房/基本家具/前後陽台☎️住商找房,中和區中興街168巷,3房,32.0,2F/5F,30000,,捷運景安站 451公尺,仲介:邱先生,591_20325604.png,7,"24°59'32""N 121°30'1""E",2026-01-06,24.992222222222225,121.50027777777778
20446060,💛超大空間雙陽台💛一樓免爬梯💛可租補入戶籍~免服務費!,中和區中正路211巷,3房,30.0,1F/5F,28000,,力行里站 122公尺,代理人:李小姐,591_20446060.png,7,"24°59'33""N 121°29'48""E",2026-01-06,24.9925,121.49666666666667
20418868,💛四房大空間💛可租補~免服務費,中和區圓通路265巷,4房,38.9,5F/5F,33000,,力行里站 53公尺,代理人:李小姐,591_20418868.png,7,"24°59'34""N 121°29'46""E",2026-01-06,24.99277777777778,121.4961111111111
20352700,兆基社會住宅🏠羅姐中和/華新街/全配3房2廳,中和區華新街50巷,3房,28.81,5F/5F,22000,,華新街站 50公尺,仲介:羅小姐,591_20352700.png,7,"24°59'2""N 121°30'27""E",2026-01-06,24.983888888888888,121.5075
20381021,兆基社會住宅🏠⛳️錦和國小旁~全室油漆乾淨全配三房~⛳️,中和區圓通路294巷,3房,23.28,2F/5F,24000,,速配佳庭[新巴士]站 85公尺,仲介:呂先生,591_20381021.png,7,"24°59'24""N 121°29'18""E",2026-01-06,24.990000000000002,121.48833333333333
20277511,兆基社會住宅🏠⛳️中和國小旁~全室油漆乾淨超低價三房~⛳️,中和區圓通路,3房,25.3,5F/5F,15000,,景安站 633公尺,仲介:呂先生,591_20277511.png,7,"24°59'53""N 121°30'5""E",2026-01-06,24.998055555555556,121.50138888888888
20383166,兆基社會住宅🏠雙和寬敞大三房,中和區中正路,3房,29.63,4F/4F,23000,,雙和醫院(中正路)站 51公尺,仲介:范先生,591_20383166.png,7,"24°59'39""N 121°29'42""E",2026-01-06,24.99416666666667,121.495
20363018,兆基社會住宅🏡短租✨捷運站四房✨低樓層免爬高,中和區和平街76巷,4房,31.5,2F/5F,25000,,捷運景安站 359公尺,仲介:高小姐,591_20363018.png,7,"24°59'31""N 121°30'29""E",2026-01-06,24.991944444444446,121.50805555555556
20165458,寄居蟹社會住宅🏠中和質感2房大空間,中和區安平路,2房,22.96,4F/4F,27000,,安平路站 75公尺,仲介:林先生,591_20165458.png,7,"24°59'54""N 121°30'44""E",2026-01-06,24.998333333333335,121.51222222222222
20214989,兆基社會住宅🏡健身公寓💙拚手速約看房/免仲,中和區圓通路167巷,3房,28.86,5F/5F,15400,,安邦街口[新巴士]站 33公尺,仲介:黃小姐,591_20214989.png,7,"24°59'43""N 121°29'53""E",2026-01-06,24.99527777777778,121.49805555555555
19780623,寄居蟹社會住宅🏠中和4房💒近大全聯🎈大展鴻圖🌟,中和區福祥路,4房,27.23,5F/5F,23000,,中和站 479公尺,仲介:林先生,591_19780623.png,7,"25°0'12""N 121°30'1""E",2026-01-06,25.003333333333334,121.50027777777778
20453369,中和路!公寓3樓1+1房!可租補免仲介費,中和區中和路,2房,19.0,3F/4F,21000,,南山高中站 12公尺,代理人:董先生,591_20453369.png,7,"24°59'60""N 121°30'18""E",2026-01-06,25.0,121.505
20309141,社會住宅💜可補助免服務費雙和醫院錦和國小公寓3樓,中和區圓通路393巷,3房,25.94,3F/5F,25500,,中和新村[新巴士]站 197公尺,仲介:陳先生,591_20309141.png,7,"24°59'18""N 121°29'26""E",2026-01-06,24.988333333333333,121.49055555555556
16558295,🙋永平國小/比漾/社會住宅/租金補助,中和區中山路二段2巷5弄6號,3房,22.87,3F/4F,28000,,中山路口站 480公尺,仲介:童先生,591_16558295.png,7,"25°0'22""N 121°30'15""E",2026-01-06,25.00611111111111,121.50416666666666
20443402,🎊社宅可租補免服務費*膝蓋救星*雙和醫院旁靜巷3房,中和區圓通路265巷,3房,26.47,2F/5F,22000,,力行里站 110公尺,仲介:許小姐,591_20443402.png,7,"24°59'33""N 121°29'48""E",2026-01-06,24.9925,121.49666666666667
20401060,捷運4號出口優質大套房附獨立洗衣機8000元起,中和區信義街91號,1房,8.0,4F/5F,8500,,幸福市場站 62公尺,屋主:劉小姐,591_20401060.png,7,"24°59'15""N 121°30'43""E",2026-01-06,24.9875,121.51194444444444
20454368,中和連城公寓一樓3房/可以租補/可以報稅,中和區連城路263巷,3房,40.0,1F/4F,28000,,錦和路口站 32公尺,仲介:簡先生,591_20454368.png,7,"24°59'39""N 121°29'32""E",2026-01-06,24.99416666666667,121.49222222222222
20257623,✅景安站好爬2樓方正3房,中和區中興街115巷,3房,25.26,2F/5F,29000,,捷運景安站 405公尺,仲介:高小姐,591_20257623.png,7,"24°59'31""N 121°30'3""E",2026-01-06,24.991944444444446,121.50083333333333
20419691,💜穗樂宅可租補可入籍/2房1廳獨立陽台/獨洗/房間皆對外窗,中和區民安街65巷,2房,13.0,3F/5F,23000,,民安街[新巴士]站 119公尺,代理人:凱莉小姐,591_20419691.png,7,"24°59'56""N 121°28'40""E",2026-01-06,24.99888888888889,121.47777777777777
19980523,免服務費可租補❤️稀有大坪數4房,中和區中正路637巷2弄2號,4房,35.83,5F/6F,21500,,瓏山林台北中和飯店站 46公尺,仲介:高小姐,591_19980523.png,7,"24°59'45""N 121°29'6""E",2026-01-06,24.995833333333334,121.485
20388928,景平🩵可貓/獨洗曬/大空間/可開伙/生活機能便利,中和區景新街467巷,2房,15.0,,19500,,三介廟站 75公尺,仲介:陳小姐,591_20388928.png,7,"24°59'18""N 121°30'50""E",2026-01-06,24.988333333333333,121.51388888888889
20372148,中和景平捷運站旁公寓3樓邊間方正可開伙不可寵,中和區景德街89巷6弄2號,2房,26.74,3F/4F,25000,,捷運景平站 93公尺,代理人:張先生,591_20372148.png,7,"24°59'28""N 121°30'58""E",2026-01-06,24.991111111111113,121.51611111111112
20372202,景平捷運站旁公寓3樓邊間方正3房開放空間可開伙,中和區景德街89巷6弄2號,3房,26.74,3F/4F,25000,,捷運景平站 93公尺,代理人:張先生,591_20372202.png,7,"24°59'28""N 121°30'58""E",2026-01-06,24.991111111111113,121.51611111111112
